Band_Album,Rating,ratings,reviews,lists,comments,id
Glassjaw_Material Control,5,592,0,0,333,1027
Glassjaw_Material Control,4.5,915,22,4,377,2003
Glassjaw_Material Control,5,552,11,39,6982,1435
Glassjaw_Material Control,5,436,0,5,40,214
Glassjaw_Material Control,4.5,1265,0,0,9,2406
Glassjaw_Material Control,4,2006,0,5,641,957
Glassjaw_Material Control,2.5,746,0,0,145,2391
Glassjaw_Material Control,4,1845,155,50,13738,641
Glassjaw_Material Control,4.5,1162,0,0,0,2467
Glassjaw_Material Control,4.5,360,0,5,161,162
Glassjaw_Material Control,4.5,454,9,5,926,2745
Glassjaw_Material Control,4.5,3760,17,103,9069,219
Glassjaw_Material Control,4.5,446,25,1,245,1519
Glassjaw_Material Control,4.5,347,0,0,62,1999
Glassjaw_Material Control,3.5,299,2,1,126,118
Glassjaw_Material Control,4,193,0,2,164,1817
Glassjaw_Material Control,4.5,506,16,14,3400,1952
Glassjaw_Material Control,4.5,135,0,0,68,2713
Glassjaw_Material Control,5,1555,0,0,3,1272
Glassjaw_Material Control,4.5,2922,1,63,3021,2612
Glassjaw_Material Control,4,491,20,6,2547,1061
Glassjaw_Material Control,4.5,1740,2,19,2217,2198
Glassjaw_Material Control,5,499,0,0,25,1526
Glassjaw_Material Control,5,107,3,0,20,1318
Glassjaw_Material Control,5,231,0,0,27,645
Glassjaw_Material Control,4,997,69,36,11807,631
Glassjaw_Material Control,4,1235,75,97,15869,1693
Glassjaw_Material Control,4,2182,1,0,54,2738
Glassjaw_Material Control,4.5,1227,3,32,7127,2655
Glassjaw_Material Control,5,584,0,0,28,1618
Glassjaw_Material Control,4.5,499,3,10,534,2438
Glassjaw_Material Control,4.5,320,0,1,1,2547
Glassjaw_Material Control,4.5,1775,4,18,2401,1654
Glassjaw_Material Control,5,1299,6,80,14016,633
Glassjaw_Material Control,5,1556,2,23,4302,2384
Glassjaw_Material Control,5,293,0,0,68,1769
Glassjaw_Material Control,4.5,520,5,34,222,2171
Glassjaw_Material Control,5,993,34,1,842,825
Glassjaw_Material Control,5,1215,16,2,3651,268
Glassjaw_Material Control,1,24,24,32,29162,1016
Glassjaw_Material Control,5,1271,0,0,0,1825
Glassjaw_Material Control,5,872,5,4,1929,1056
Glassjaw_Material Control,5,79,0,0,0,788
Glassjaw_Material Control,4,1131,54,54,23852,1643
Glassjaw_Material Control,3,275,0,0,192,471
Glassjaw_Material Control,5,773,4,4,340,2313
Glassjaw_Material Control,4.5,1300,0,0,2,2335
Glassjaw_Material Control,5,1214,32,46,1415,572
Glassjaw_Material Control,4.5,118,0,0,0,1005
Glassjaw_Material Control,4.5,967,82,77,4732,1232
Kauan_Kaiho,3.5,116,0,0,0,465
Kauan_Kaiho,4,448,0,0,0,42
Kauan_Kaiho,4.5,60,0,0,0,1697
Kauan_Kaiho,4,1104,9,12,1451,425
Kauan_Kaiho,3.5,852,0,4,63,460
Kauan_Kaiho,4.5,551,5,3,460,1243
Kauan_Kaiho,2,874,0,0,0,936
Kauan_Kaiho,4,1058,0,0,168,835
Kauan_Kaiho,2,1992,10,23,57,1273
Kauan_Kaiho,4.5,2217,3,12,7341,874
Kauan_Kaiho,4.5,552,11,39,6982,1435
Kauan_Kaiho,4,109,0,0,3,947
Kauan_Kaiho,4.5,13,0,0,0,2485
Kauan_Kaiho,4,1141,0,2,4,1494
Kauan_Kaiho,4,208,0,0,0,1597
Kauan_Kaiho,3.5,30,0,0,0,1043
Kauan_Kaiho,3.8,164,155,105,22878,2264
Kauan_Kaiho,3.5,1458,29,8,6728,1323
Kauan_Kaiho,3.5,436,0,17,44,1562
Kauan_Kaiho,3,2825,0,1,36,1289
Kauan_Kaiho,4.5,349,0,0,1,183
Kauan_Kaiho,3.5,1318,13,18,7179,373
Kauan_Kaiho,4,104,0,0,0,609
Kauan_Kaiho,3,264,0,0,0,1025
Kauan_Kaiho,4.5,323,0,0,2,1682
Kauan_Kaiho,4.5,179,0,0,0,918
Kauan_Kaiho,3.5,2230,0,18,195,2039
Kauan_Kaiho,4,824,0,9,220,1921
Kauan_Kaiho,4,257,0,1,9,1251
Kauan_Kaiho,3.5,574,0,0,0,1242
Kauan_Kaiho,4,105,0,0,0,1094
Kauan_Kaiho,2.5,2960,0,6,55,913
Kauan_Kaiho,3.5,354,0,0,0,1049
Kauan_Kaiho,4,735,0,8,107,1736
Kauan_Kaiho,5,68,0,0,0,2436
Kauan_Kaiho,5,327,0,0,0,2562
Kauan_Kaiho,4,386,0,0,2,1093
Kauan_Kaiho,4,938,43,14,4522,1958
Kauan_Kaiho,2.5,101,0,0,0,1529
Kauan_Kaiho,3,4331,0,0,5,1898
Kauan_Kaiho,4,131,0,0,2,2205
Kauan_Kaiho,3.5,147,0,0,0,2131
Kauan_Kaiho,2,1106,0,0,0,1019
Kauan_Kaiho,4,1236,6,13,808,916
Kauan_Kaiho,5,28,0,0,0,2689
Kauan_Kaiho,4,62,0,0,2,2261
Kauan_Kaiho,3.5,1100,0,0,0,2069
Kauan_Kaiho,4.5,50,3,3,53,1797
Kauan_Kaiho,3,6950,0,18,1875,1405
Kauan_Kaiho,4,1469,0,2,6,2224
Kauan_Kaiho,4,715,54,28,658,9
Kauan_Kaiho,4.5,1036,0,9,153,1204
Kauan_Kaiho,4,296,1,0,10,1401
Kauan_Kaiho,2.5,100,0,0,1,1821
Kauan_Kaiho,3,795,0,0,0,1768
Kauan_Kaiho,4,715,0,0,9,2393
Kauan_Kaiho,4,2060,1,38,2317,2528
Kauan_Kaiho,4,1243,3,1,6,380
Kauan_Kaiho,4,5176,1,28,36852,1852
Kauan_Kaiho,4,4342,92,41,17205,430
Kauan_Kaiho,3,1594,0,0,13,873
Kauan_Kaiho,4,471,8,78,2477,500
Kauan_Kaiho,4.5,395,0,0,0,822
Kauan_Kaiho,4,2174,2,10,1051,2210
Kauan_Kaiho,4,1032,8,13,307,30
Kauan_Kaiho,3.5,532,0,0,3,2344
Kauan_Kaiho,4,294,2,1,21,2701
Kauan_Kaiho,4,2556,31,66,6254,1936
Kauan_Kaiho,4,1840,1,83,17588,2006
Kauan_Kaiho,5,1245,1,12,59,593
Kauan_Kaiho,5,2093,13,22,215,1892
Kauan_Kaiho,4,478,0,0,0,908
Kauan_Kaiho,4.5,914,3,0,88,2593
Kauan_Kaiho,3,650,0,0,70,14
Kauan_Kaiho,4,746,0,0,145,2391
Kauan_Kaiho,3.5,2669,0,0,10,2333
Kauan_Kaiho,4,1347,0,0,331,86
Kauan_Kaiho,4,5898,0,5,469,1035
Kauan_Kaiho,4.5,592,0,2,386,1675
Kauan_Kaiho,4,369,0,0,0,117
Kauan_Kaiho,4.5,1110,0,1,27,1404
Kauan_Kaiho,4.5,183,0,0,8,1739
Kauan_Kaiho,2,794,0,0,0,937
Kauan_Kaiho,4,2297,0,95,724,1173
Kauan_Kaiho,4,2133,218,25,4412,2587
Kauan_Kaiho,4.5,997,0,0,29,328
Kauan_Kaiho,4,2421,85,23,20147,1171
Kauan_Kaiho,3.5,680,0,0,2,487
Kauan_Kaiho,4,440,0,0,4,1919
Kauan_Kaiho,4.5,419,0,0,17,2249
Kauan_Kaiho,2.5,792,0,0,6,1863
Kauan_Kaiho,4,2380,123,493,55422,2567
Kauan_Kaiho,5,2,0,0,0,19
Kauan_Kaiho,3.5,249,0,0,0,2710
Kauan_Kaiho,3,1362,0,0,1,1623
Kauan_Kaiho,2.5,1490,0,0,4,1439
Kauan_Kaiho,3.5,64,0,0,0,1073
Kauan_Kaiho,4,870,0,0,0,1309
Kauan_Kaiho,5,271,0,0,4,1178
Kauan_Kaiho,4,1998,0,0,0,859
Kauan_Kaiho,3.5,635,3,19,1259,2193
Kauan_Kaiho,4.5,965,0,0,22,433
Kauan_Kaiho,3,779,0,0,0,1528
Kauan_Kaiho,4,1295,0,0,0,1499
Kauan_Kaiho,3.5,1251,1,0,1,1799
Kauan_Kaiho,4,964,2,0,1815,661
Kauan_Kaiho,4,1097,0,1,0,2415
Kauan_Kaiho,4.5,790,3,7,763,992
Kauan_Kaiho,4,1447,4,15,608,2514
Kauan_Kaiho,4.5,63,0,0,1,1908
Kauan_Kaiho,4.5,1918,1,10,891,2033
Kauan_Kaiho,3.5,544,27,3,2280,2419
Kauan_Kaiho,3,209,15,104,8186,2247
Kauan_Kaiho,3.5,2146,19,12,958,2716
Kauan_Kaiho,4,1192,0,0,383,8
Kauan_Kaiho,4,301,0,0,276,350
Kauan_Kaiho,5,750,1,3,78,920
Kauan_Kaiho,4.5,211,0,0,0,1699
Kauan_Kaiho,4.5,753,0,0,3,753
Kauan_Kaiho,4,1367,43,17,2630,1286
Kauan_Kaiho,3,938,0,0,50,300
Kauan_Kaiho,4,2983,92,131,52409,1283
Kauan_Kaiho,3.5,2465,0,1,2856,1172
Kauan_Kaiho,5,499,0,0,25,1526
Kauan_Kaiho,3.5,366,23,12,2050,210
Kauan_Kaiho,4.5,2452,1,28,2165,1573
Kauan_Kaiho,4,301,17,14,4898,551
Kauan_Kaiho,4,543,4,15,1626,1071
Kauan_Kaiho,4,1012,15,32,2869,2127
Kauan_Kaiho,4,291,0,4,19,1195
Kauan_Kaiho,4,3060,252,5,2437,813
Kauan_Kaiho,4,423,3,18,1819,2167
Kauan_Kaiho,4.5,385,0,0,1,392
Kauan_Kaiho,4.5,1257,0,22,617,716
Kauan_Kaiho,4.5,404,1,0,26,976
Kauan_Kaiho,4.5,799,1,20,1857,1692
Kauan_Kaiho,4,2207,0,0,0,2755
Kauan_Kaiho,4,1744,82,49,5483,2481
Kauan_Kaiho,4.5,67,1,0,20,199
Kauan_Kaiho,4.5,81,0,0,4,1115
Kauan_Kaiho,5,1455,43,24,10116,883
Kauan_Kaiho,4.5,372,0,1,28,2676
Kauan_Kaiho,4,3997,48,22,1613,676
Kauan_Kaiho,4.5,1594,196,92,17309,2479
Kauan_Kaiho,5,86,0,0,0,1467
Kauan_Kaiho,4.5,399,0,1,27,703
Kauan_Kaiho,3.5,1101,14,3,256,279
Kauan_Kaiho,4.5,897,0,0,0,2168
Kauan_Kaiho,3.5,482,1,21,451,60
Kauan_Kaiho,5,495,0,0,0,843
Kauan_Kaiho,5,366,0,0,0,504
Kauan_Kaiho,4.5,515,6,10,3428,41
Kauan_Kaiho,5,2608,0,2,65,123
King Krule_The OOZ,4,172,0,0,0,1337
King Krule_The OOZ,4,2109,0,2,51,282
King Krule_The OOZ,4,644,0,0,0,1668
King Krule_The OOZ,2,80,0,0,8,2711
King Krule_The OOZ,4.5,1214,32,46,1415,572
King Krule_The OOZ,5,335,0,1,67,710
King Krule_The OOZ,3.5,1002,0,1,14,1493
King Krule_The OOZ,3,559,0,16,7749,2682
King Krule_The OOZ,2.5,8682,1,43,533,1858
King Krule_The OOZ,4,881,0,5,103,1660
King Krule_The OOZ,3.5,383,10,14,1296,7
King Krule_The OOZ,3.5,2207,0,0,0,2755
King Krule_The OOZ,1,3,0,1,677,582
King Krule_The OOZ,4,551,5,3,460,1243
King Krule_The OOZ,4.5,254,0,0,1,2662
King Krule_The OOZ,3.5,5176,1,28,36852,1852
King Krule_The OOZ,5,787,28,0,756,2659
King Krule_The OOZ,4.5,148,0,0,0,51
King Krule_The OOZ,1.5,189,1,0,15,1496
King Krule_The OOZ,3,713,0,30,6089,1523
King Krule_The OOZ,5,20,0,0,0,109
King Krule_The OOZ,2.5,1992,10,23,57,1273
King Krule_The OOZ,3.5,234,0,1,246,634
King Krule_The OOZ,4,325,0,0,0,1762
King Krule_The OOZ,4,799,1,20,1857,1692
King Krule_The OOZ,3,1005,2,24,573,276
King Krule_The OOZ,3.5,5058,14,36,6081,2140
King Krule_The OOZ,3.5,650,0,0,0,394
King Krule_The OOZ,3.5,154,0,1,2,1575
King Krule_The OOZ,3.5,654,0,0,1,637
King Krule_The OOZ,4.5,1097,0,1,0,2415
King Krule_The OOZ,2.5,1674,4,35,28,2214
King Krule_The OOZ,4,1339,0,0,5,23
King Krule_The OOZ,4,81,0,0,0,426
King Krule_The OOZ,3.5,1444,20,3,701,2600
King Krule_The OOZ,3.5,302,1,0,8,1374
King Krule_The OOZ,3.5,547,15,4,37,1100
King Krule_The OOZ,4,958,18,2,314,2258
King Krule_The OOZ,4.5,30,0,0,0,1043
King Krule_The OOZ,1.5,349,0,0,1,183
King Krule_The OOZ,2.5,34,0,0,0,1705
King Krule_The OOZ,4,3236,0,0,17,1508
King Krule_The OOZ,4,224,0,0,0,2286
King Krule_The OOZ,1.5,787,0,0,111,151
King Krule_The OOZ,4.5,1394,82,63,39562,2691
King Krule_The OOZ,4.5,305,0,4,309,1655
King Krule_The OOZ,4,1346,0,0,0,2115
King Krule_The OOZ,3,3073,0,0,2,2583
King Krule_The OOZ,5,1131,54,54,23852,1643
King Krule_The OOZ,4,579,0,0,0,934
King Krule_The OOZ,4,885,1,11,1374,1326
King Krule_The OOZ,4.5,478,0,0,1,413
King Krule_The OOZ,4,106,0,0,0,292
King Krule_The OOZ,4.5,1170,0,1,57,1247
King Krule_The OOZ,4.5,1198,0,0,0,1300
King Krule_The OOZ,3.5,665,0,6,284,1095
King Krule_The OOZ,5,100,32,12,6899,2185
King Krule_The OOZ,3.5,216,0,6,933,325
King Krule_The OOZ,4,1300,0,0,2,2335
King Krule_The OOZ,4.5,132,0,1,430,878
King Krule_The OOZ,4,634,0,0,0,2128
King Krule_The OOZ,4,1107,51,85,20348,1911
King Krule_The OOZ,3.5,1120,0,0,32,617
King Krule_The OOZ,4,311,0,0,70,2298
King Krule_The OOZ,2.5,584,0,0,1,1150
King Krule_The OOZ,3.5,1251,1,0,1,1799
King Krule_The OOZ,3.5,472,0,0,4,404
King Krule_The OOZ,2.5,168,0,0,0,1396
King Krule_The OOZ,4.5,2230,0,18,195,2039
King Krule_The OOZ,4,1739,0,0,0,827
King Krule_The OOZ,4.5,335,0,0,29,348
King Krule_The OOZ,4,226,0,0,1,1460
King Krule_The OOZ,4,257,0,1,9,1251
King Krule_The OOZ,4,1918,1,10,891,2033
King Krule_The OOZ,3,874,0,0,0,936
King Krule_The OOZ,3.5,424,0,0,1,2564
King Krule_The OOZ,4.5,385,0,0,20,22
King Krule_The OOZ,3,2406,0,0,13,1038
King Krule_The OOZ,4,581,4,18,4161,1248
King Krule_The OOZ,4,964,2,0,1815,661
King Krule_The OOZ,3,2709,0,0,0,2397
King Krule_The OOZ,4,186,0,0,3,1855
King Krule_The OOZ,3.5,546,0,3,202,700
King Krule_The OOZ,3.5,331,0,3,8,1685
King Krule_The OOZ,3.5,998,131,15,8513,2680
King Krule_The OOZ,4.5,44,0,0,0,1124
King Krule_The OOZ,5,527,0,8,674,625
King Krule_The OOZ,2.5,746,0,0,145,2391
King Krule_The OOZ,4,2651,13,14,20929,416
King Krule_The OOZ,4.5,597,0,0,4,2208
King Krule_The OOZ,2,1888,21,1,611,2191
King Krule_The OOZ,3,4331,0,0,5,1898
King Krule_The OOZ,4,2669,0,0,10,2333
King Krule_The OOZ,3,399,0,0,0,1781
King Krule_The OOZ,2.5,40,0,0,19,1581
King Krule_The OOZ,3,54,0,0,0,1711
King Krule_The OOZ,3,344,0,0,0,312
King Krule_The OOZ,2,1350,0,0,2,1217
King Krule_The OOZ,4,3273,0,29,410,2200
King Krule_The OOZ,5,6,0,0,0,945
King Krule_The OOZ,4,2922,1,63,3021,2612
King Krule_The OOZ,4.5,991,0,12,222,393
King Krule_The OOZ,3,48,0,0,0,2337
King Krule_The OOZ,4.5,210,0,0,1,2516
King Krule_The OOZ,3,57,0,0,0,2136
King Krule_The OOZ,4,744,0,4,250,2330
King Krule_The OOZ,4.5,270,0,4,0,1981
King Krule_The OOZ,4,1594,0,0,13,873
King Krule_The OOZ,4,431,0,4,93,973
King Krule_The OOZ,4,5323,3,4,7403,92
King Krule_The OOZ,3.5,44,0,0,0,1896
King Krule_The OOZ,4,1327,11,19,1563,588
King Krule_The OOZ,4,1107,0,0,0,472
King Krule_The OOZ,4,244,0,0,0,2519
King Krule_The OOZ,3.5,810,18,21,2763,2503
King Krule_The OOZ,4,887,1,0,4,1541
King Krule_The OOZ,2.5,788,0,31,406,1783
King Krule_The OOZ,4.5,287,0,0,0,2746
King Krule_The OOZ,4,1100,0,0,0,2069
King Krule_The OOZ,4,335,0,0,0,2390
King Krule_The OOZ,4,716,0,21,25,1938
King Krule_The OOZ,2,581,6,4,460,112
King Krule_The OOZ,4,227,0,0,0,2197
King Krule_The OOZ,4.5,1389,0,0,21,2005
King Krule_The OOZ,4,63,0,0,0,1215
King Krule_The OOZ,4.5,454,2,0,23,1353
King Krule_The OOZ,3.5,1362,0,0,1,1623
King Krule_The OOZ,4,243,0,0,6,865
King Krule_The OOZ,4.5,33,0,0,0,137
King Krule_The OOZ,3,366,23,12,2050,210
King Krule_The OOZ,4,36,0,0,0,1550
King Krule_The OOZ,3,1101,14,3,256,279
King Krule_The OOZ,4,499,3,10,534,2438
King Krule_The OOZ,4,625,6,0,46,1580
King Krule_The OOZ,3.5,188,0,0,56,518
King Krule_The OOZ,4,2796,9,13,4402,1451
King Krule_The OOZ,4,101,10,1,5,610
King Krule_The OOZ,4.5,344,0,9,24,2647
King Krule_The OOZ,3,563,0,0,0,759
King Krule_The OOZ,4,421,0,0,0,1913
King Krule_The OOZ,4,11,0,7,85,2234
King Krule_The OOZ,2,2564,0,13,62,1370
King Krule_The OOZ,3.5,680,0,0,2,487
King Krule_The OOZ,4.5,653,2,80,753,2456
King Krule_The OOZ,4,97,0,0,0,1216
King Krule_The OOZ,4.5,6219,4,36,325,2386
King Krule_The OOZ,4.5,61,0,0,0,334
King Krule_The OOZ,5,383,6,0,32,2466
King Krule_The OOZ,3.5,1367,43,17,2630,1286
King Krule_The OOZ,2.5,602,0,0,0,1230
King Krule_The OOZ,4,151,0,0,0,1918
King Krule_The OOZ,4.5,183,1,0,94,429
King Krule_The OOZ,3,641,0,0,0,2759
King Krule_The OOZ,4.5,1296,0,0,0,1284
King Krule_The OOZ,4.5,231,0,0,27,645
King Krule_The OOZ,4,3345,0,26,9342,988
King Krule_The OOZ,4.5,4175,96,10,5699,2434
King Krule_The OOZ,4.5,419,0,0,0,379
King Krule_The OOZ,3.5,435,0,0,15,2423
King Krule_The OOZ,4.5,505,0,0,2,847
King Krule_The OOZ,3.5,2078,0,0,849,2067
King Krule_The OOZ,4,79,0,0,0,1074
King Krule_The OOZ,4.5,56,33,17,833,2315
King Krule_The OOZ,4.5,227,117,113,15622,95
King Krule_The OOZ,4,753,0,0,3,753
King Krule_The OOZ,4.5,222,0,0,18,1808
King Krule_The OOZ,4,556,0,0,0,1942
King Krule_The OOZ,4.5,3496,3,29,230,1588
King Krule_The OOZ,3.5,2886,3,14,258,2468
King Krule_The OOZ,2.5,795,0,0,0,1768
King Krule_The OOZ,4.5,1251,0,0,2,1214
King Krule_The OOZ,4,506,16,14,3400,1952
King Krule_The OOZ,3.5,295,0,0,0,657
King Krule_The OOZ,3.5,2060,1,38,2317,2528
King Krule_The OOZ,4.5,44,0,0,1,2162
King Krule_The OOZ,3,261,0,0,703,2407
King Krule_The OOZ,4.5,157,0,1,0,2248
King Krule_The OOZ,3,2608,0,21,211,2652
King Krule_The OOZ,3,563,4,6,428,2430
King Krule_The OOZ,4.5,635,0,2,444,1539
King Krule_The OOZ,5,3701,1,43,1620,1962
King Krule_The OOZ,3.5,15789,15,7,5051,332
King Krule_The OOZ,4,441,0,2,1572,2634
King Krule_The OOZ,3.5,2302,21,90,15773,2242
King Krule_The OOZ,4,1693,7,6,547,712
King Krule_The OOZ,4.5,2232,19,8,1587,2660
King Krule_The OOZ,4,1018,0,0,1,2639
King Krule_The OOZ,3.5,3554,0,77,2949,1591
King Krule_The OOZ,3.5,3473,48,105,9680,1531
King Krule_The OOZ,5,164,0,0,3,1259
King Krule_The OOZ,4,4342,92,41,17205,430
King Krule_The OOZ,4,876,0,0,0,2374
King Krule_The OOZ,4,1295,4,18,13996,2253
King Krule_The OOZ,4.5,1815,90,72,6173,1986
King Krule_The OOZ,5,6687,8,179,38961,1382
King Krule_The OOZ,3.5,980,0,15,99,513
King Krule_The OOZ,4.5,2362,0,29,266,806
King Krule_The OOZ,4,2216,0,7,53,821
King Krule_The OOZ,4,2137,0,14,5510,1905
Manchester Orchestra_A Black Mile to the Surface,4,614,1,2,11,2429
Manchester Orchestra_A Black Mile to the Surface,4.5,454,0,56,3172,2304
Manchester Orchestra_A Black Mile to the Surface,3.5,602,0,0,0,1230
Manchester Orchestra_A Black Mile to the Surface,4,411,0,0,5,1017
Manchester Orchestra_A Black Mile to the Surface,2,2400,130,71,15990,1548
Manchester Orchestra_A Black Mile to the Surface,4.5,1924,9,24,2645,63
Manchester Orchestra_A Black Mile to the Surface,3.5,35,0,0,0,2305
Manchester Orchestra_A Black Mile to the Surface,2,6687,8,179,38961,1382
Manchester Orchestra_A Black Mile to the Surface,4,405,20,17,1768,1829
Manchester Orchestra_A Black Mile to the Surface,3,118,0,1,73,1721
Manchester Orchestra_A Black Mile to the Surface,4.5,248,0,0,0,139
Manchester Orchestra_A Black Mile to the Surface,4.5,258,0,0,2,833
Manchester Orchestra_A Black Mile to the Surface,2.5,2216,0,7,53,821
Manchester Orchestra_A Black Mile to the Surface,4,189,0,2,6,96
Manchester Orchestra_A Black Mile to the Surface,4.5,445,197,15,6152,664
Manchester Orchestra_A Black Mile to the Surface,4,2078,0,0,849,2067
Manchester Orchestra_A Black Mile to the Surface,4,2796,9,13,4402,1451
Manchester Orchestra_A Black Mile to the Surface,2.5,1098,31,19,9844,206
Manchester Orchestra_A Black Mile to the Surface,4.5,130,0,0,36,1795
Manchester Orchestra_A Black Mile to the Surface,3.5,581,11,6,5124,223
Manchester Orchestra_A Black Mile to the Surface,4.5,1300,0,0,2,2335
Manchester Orchestra_A Black Mile to the Surface,4,241,4,0,1292,58
Manchester Orchestra_A Black Mile to the Surface,1.5,189,1,0,15,1496
Manchester Orchestra_A Black Mile to the Surface,4.5,141,0,1,0,2123
Manchester Orchestra_A Black Mile to the Surface,3,1346,0,0,0,2115
Manchester Orchestra_A Black Mile to the Surface,4.5,122,0,0,0,18
Manchester Orchestra_A Black Mile to the Surface,4,1602,0,12,909,1737
Manchester Orchestra_A Black Mile to the Surface,5,20,0,0,0,109
Manchester Orchestra_A Black Mile to the Surface,4.5,330,0,0,43,1954
Manchester Orchestra_A Black Mile to the Surface,5,852,0,2,90,1444
Manchester Orchestra_A Black Mile to the Surface,1,68,0,0,6,61
Manchester Orchestra_A Black Mile to the Surface,3.5,273,0,0,2,1625
Manchester Orchestra_A Black Mile to the Surface,3.5,51,0,0,0,2616
Manchester Orchestra_A Black Mile to the Surface,4,11,0,0,0,2055
Manchester Orchestra_A Black Mile to the Surface,4.5,344,0,9,24,2647
Manchester Orchestra_A Black Mile to the Surface,3.5,5058,14,36,6081,2140
Manchester Orchestra_A Black Mile to the Surface,4.5,337,0,0,0,1279
Manchester Orchestra_A Black Mile to the Surface,4,144,0,0,135,326
Manchester Orchestra_A Black Mile to the Surface,3.5,1012,16,14,4183,2088
Manchester Orchestra_A Black Mile to the Surface,3.5,132,0,1,101,679
Manchester Orchestra_A Black Mile to the Surface,4,1,0,0,0,1343
Manchester Orchestra_A Black Mile to the Surface,3.5,359,0,1,11,1064
Manchester Orchestra_A Black Mile to the Surface,3.5,39,0,0,0,78
Manchester Orchestra_A Black Mile to the Surface,4,86,0,0,0,906
Manchester Orchestra_A Black Mile to the Surface,4,39,0,0,0,1020
Manchester Orchestra_A Black Mile to the Surface,4.5,164,0,5,75,1978
Manchester Orchestra_A Black Mile to the Surface,3.5,30,0,0,0,1043
Manchester Orchestra_A Black Mile to the Surface,3,539,4,28,1051,1379
Manchester Orchestra_A Black Mile to the Surface,4,1749,105,63,22419,333
Manchester Orchestra_A Black Mile to the Surface,3,557,0,0,0,2670
Manchester Orchestra_A Black Mile to the Surface,4,465,0,0,16,932
Manchester Orchestra_A Black Mile to the Surface,4.5,170,0,0,0,2747
Manchester Orchestra_A Black Mile to the Surface,4,325,0,0,6,2177
Manchester Orchestra_A Black Mile to the Surface,5,27,1,0,5,2037
Manchester Orchestra_A Black Mile to the Surface,4,34,0,0,0,1705
Manchester Orchestra_A Black Mile to the Surface,3,2618,3,18,87,1119
Manchester Orchestra_A Black Mile to the Surface,4.5,483,0,1,50,651
Manchester Orchestra_A Black Mile to the Surface,4.5,28,0,0,0,1720
Manchester Orchestra_A Black Mile to the Surface,2.5,408,1,9,18,2658
Manchester Orchestra_A Black Mile to the Surface,3.5,1944,0,2,31,1105
Manchester Orchestra_A Black Mile to the Surface,4,217,1,0,51,444
Manchester Orchestra_A Black Mile to the Surface,2.5,819,0,0,0,842
Manchester Orchestra_A Black Mile to the Surface,4,1531,0,25,222,1832
Manchester Orchestra_A Black Mile to the Surface,3.5,1596,7,44,852,1456
Manchester Orchestra_A Black Mile to the Surface,4,639,0,0,0,1664
Manchester Orchestra_A Black Mile to the Surface,5,98,0,0,0,875
Manchester Orchestra_A Black Mile to the Surface,4.5,42,0,0,1,1385
Manchester Orchestra_A Black Mile to the Surface,5,88,0,0,2,2537
Manchester Orchestra_A Black Mile to the Surface,4.5,12,0,0,0,787
Manchester Orchestra_A Black Mile to the Surface,3,1341,0,14,1733,1241
Manchester Orchestra_A Black Mile to the Surface,5,139,0,0,2,726
Manchester Orchestra_A Black Mile to the Surface,5,3,0,0,0,578
Manchester Orchestra_A Black Mile to the Surface,4.5,1227,3,32,7127,2655
Manchester Orchestra_A Black Mile to the Surface,4,1771,3,31,9048,919
Manchester Orchestra_A Black Mile to the Surface,3.5,139,1,0,0,971
Manchester Orchestra_A Black Mile to the Surface,5,102,0,0,1,17
Manchester Orchestra_A Black Mile to the Surface,4.5,579,0,0,0,2389
Manchester Orchestra_A Black Mile to the Surface,5,15,0,4,12,1004
Manchester Orchestra_A Black Mile to the Surface,4.5,546,3,0,31,1897
Manchester Orchestra_A Black Mile to the Surface,4,31,0,0,0,2165
Manchester Orchestra_A Black Mile to the Surface,5,82,0,0,48,2464
Manchester Orchestra_A Black Mile to the Surface,3,874,0,0,0,936
Manchester Orchestra_A Black Mile to the Surface,4.5,131,0,0,2,2205
Manchester Orchestra_A Black Mile to the Surface,4,129,0,0,0,702
Manchester Orchestra_A Black Mile to the Surface,5,464,0,0,0,1360
Manchester Orchestra_A Black Mile to the Surface,5,27,0,0,0,2057
Manchester Orchestra_A Black Mile to the Surface,4,626,0,4,117,2462
Manchester Orchestra_A Black Mile to the Surface,3,229,22,11,663,1029
Manchester Orchestra_A Black Mile to the Surface,4.5,247,0,0,0,385
Manchester Orchestra_A Black Mile to the Surface,4.5,576,0,0,0,1516
Manchester Orchestra_A Black Mile to the Surface,4.5,302,0,7,121,800
Manchester Orchestra_A Black Mile to the Surface,4.5,276,1,0,3,1947
Manchester Orchestra_A Black Mile to the Surface,4,328,0,0,11,2401
Manchester Orchestra_A Black Mile to the Surface,3.5,824,0,9,220,1921
Manchester Orchestra_A Black Mile to the Surface,3,798,122,29,2723,498
Manchester Orchestra_A Black Mile to the Surface,3,231,0,0,27,645
Manchester Orchestra_A Black Mile to the Surface,4,241,0,8,13,2060
Manchester Orchestra_A Black Mile to the Surface,4,296,1,0,10,1401
Manchester Orchestra_A Black Mile to the Surface,5,261,0,0,703,2407
Manchester Orchestra_A Black Mile to the Surface,2.5,100,0,0,1,1821
Manchester Orchestra_A Black Mile to the Surface,4.5,564,0,0,0,358
Manchester Orchestra_A Black Mile to the Surface,4,87,0,0,0,1966
Manchester Orchestra_A Black Mile to the Surface,4.5,26,0,0,2,931
Manchester Orchestra_A Black Mile to the Surface,4.5,37,0,0,1,1042
Manchester Orchestra_A Black Mile to the Surface,3,876,0,0,0,2374
