Band_Album,Rating,ratings,reviews,lists,comments
Joy Division_Unknown Pleasures,4.5,174,0,0,0
Joy Division_Unknown Pleasures,5,35,0,0,2
Joy Division_Unknown Pleasures,5,538,4,0,9
Joy Division_Unknown Pleasures,4.5,910,0,0,220
Joy Division_Unknown Pleasures,4.5,759,0,85,223
Joy Division_Unknown Pleasures,3.5,1885,0,0,2
Joy Division_Unknown Pleasures,4,2119,14,87,6168
Joy Division_Unknown Pleasures,5,15789,15,7,5051
Joy Division_Unknown Pleasures,4.5,651,0,5,6
Joy Division_Unknown Pleasures,4,1494,7,32,8631
Joy Division_Unknown Pleasures,4.5,998,131,15,8513
Joy Division_Unknown Pleasures,5,46,0,0,0
Joy Division_Unknown Pleasures,4.5,281,4,0,42
Joy Division_Unknown Pleasures,5,13,0,0,0
Joy Division_Unknown Pleasures,3.5,459,2,18,309
Joy Division_Unknown Pleasures,5,267,0,1,975
Joy Division_Unknown Pleasures,4,478,0,0,1
Joy Division_Unknown Pleasures,4,137,0,0,0
Joy Division_Unknown Pleasures,5,404,0,0,818
Joy Division_Unknown Pleasures,5,853,12,23,34352
Joy Division_Unknown Pleasures,3.5,319,0,0,1
Joy Division_Unknown Pleasures,5,168,0,0,8
Joy Division_Unknown Pleasures,5,105,0,0,0
Joy Division_Unknown Pleasures,4.5,478,0,0,0
Joy Division_Unknown Pleasures,4.5,5337,0,0,0
Joy Division_Unknown Pleasures,4,85,0,1,8
Joy Division_Unknown Pleasures,4,1362,0,0,1
Joy Division_Unknown Pleasures,5,492,0,2,2
Joy Division_Unknown Pleasures,5,114,0,0,0
Joy Division_Unknown Pleasures,2.5,1678,0,5,1161
Joy Division_Unknown Pleasures,4.5,918,0,0,0
Joy Division_Unknown Pleasures,4,635,3,19,1259
Joy Division_Unknown Pleasures,5,36,0,0,0
Joy Division_Unknown Pleasures,5,258,0,0,0
Joy Division_Unknown Pleasures,4,272,5,9,71
Joy Division_Unknown Pleasures,3.5,1972,0,33,130
Joy Division_Unknown Pleasures,3.5,1477,0,8,79
Joy Division_Unknown Pleasures,4.5,715,0,9,16
Joy Division_Unknown Pleasures,5,704,8,0,27
Joy Division_Unknown Pleasures,5,451,0,0,19
Joy Division_Unknown Pleasures,5,495,0,0,0
Joy Division_Unknown Pleasures,4.5,244,0,1,12
Joy Division_Unknown Pleasures,4.5,477,0,6,1865
Joy Division_Unknown Pleasures,5,41,0,0,0
Joy Division_Unknown Pleasures,4,450,0,2,0
Joy Division_Unknown Pleasures,4.5,545,2,30,101
Joy Division_Unknown Pleasures,4,3760,17,103,9069
Joy Division_Unknown Pleasures,4,239,0,0,0
Joy Division_Unknown Pleasures,4,2191,0,1,18
Joy Division_Unknown Pleasures,5,235,0,2,0
Joy Division_Unknown Pleasures,3.5,2127,0,0,128
Joy Division_Unknown Pleasures,4,108,0,0,2
Joy Division_Unknown Pleasures,3,1016,25,64,3171
Joy Division_Unknown Pleasures,4.5,234,0,0,6
Joy Division_Unknown Pleasures,4,1884,0,0,8
Joy Division_Unknown Pleasures,5,815,0,6,3
Joy Division_Unknown Pleasures,5,53,0,0,0
Joy Division_Unknown Pleasures,5,1385,0,0,22
Joy Division_Unknown Pleasures,4,1100,6,8,335
Joy Division_Unknown Pleasures,2,254,0,0,2
Joy Division_Unknown Pleasures,4,1605,0,4,9
Joy Division_Unknown Pleasures,4.5,313,0,6,5
Joy Division_Unknown Pleasures,5,2165,0,38,229
Joy Division_Unknown Pleasures,5,811,12,25,600
Joy Division_Unknown Pleasures,4,517,0,15,130
Joy Division_Unknown Pleasures,4,113,0,2,7
Joy Division_Unknown Pleasures,4.5,279,0,0,0
Joy Division_Unknown Pleasures,5,7166,6,78,15267
Joy Division_Unknown Pleasures,4,78,0,0,0
Joy Division_Unknown Pleasures,2,242,0,1,3
Joy Division_Unknown Pleasures,4,13,0,0,0
Joy Division_Unknown Pleasures,5,14,0,0,0
Joy Division_Unknown Pleasures,4,95,0,0,0
Joy Division_Unknown Pleasures,4.5,1198,1,1,1403
Joy Division_Unknown Pleasures,4.5,255,0,0,59
Joy Division_Unknown Pleasures,4,114,0,0,0
Joy Division_Unknown Pleasures,5,215,0,1,0
Joy Division_Unknown Pleasures,4.5,2983,92,131,52409
Joy Division_Unknown Pleasures,3,273,0,0,0
Joy Division_Unknown Pleasures,4.5,483,1,2,544
Joy Division_Unknown Pleasures,4.5,197,0,0,0
Joy Division_Unknown Pleasures,4.5,65,0,0,0
Joy Division_Unknown Pleasures,4.5,782,1,23,15726
Joy Division_Unknown Pleasures,4.5,376,0,0,0
Joy Division_Unknown Pleasures,5,425,0,0,0
Joy Division_Unknown Pleasures,5,650,3,1,12
Joy Division_Unknown Pleasures,5,726,0,0,0
Joy Division_Unknown Pleasures,2,995,0,22,325
Joy Division_Unknown Pleasures,3.5,426,0,0,1
Joy Division_Unknown Pleasures,4,165,0,4,17
Joy Division_Unknown Pleasures,3.5,586,0,0,0
Joy Division_Unknown Pleasures,5,607,0,0,0
Joy Division_Unknown Pleasures,4,1595,5,0,43
Joy Division_Unknown Pleasures,3.5,688,0,6,25
Joy Division_Unknown Pleasures,5,1.00E+03,2,25,30
Joy Division_Unknown Pleasures,3.5,1888,21,1,611
Joy Division_Unknown Pleasures,4.5,193,0,0,0
Joy Division_Unknown Pleasures,4.5,177,0,0,0
Joy Division_Unknown Pleasures,5,422,0,0,0
Joy Division_Unknown Pleasures,4.5,270,0,0,0
Joy Division_Unknown Pleasures,5,235,0,0,493
Joy Division_Unknown Pleasures,5,500,0,2,5
Joy Division_Unknown Pleasures,4.5,11,0,0,0
Joy Division_Unknown Pleasures,4.5,33,0,0,0
Joy Division_Unknown Pleasures,4.5,2217,3,12,7341
Joy Division_Unknown Pleasures,5,101,1,2,180
Joy Division_Unknown Pleasures,3.5,1338,20,11,680
Joy Division_Unknown Pleasures,4.5,654,2,24,394
Joy Division_Unknown Pleasures,5,4,0,0,0
Joy Division_Unknown Pleasures,5,276,0,0,0
Joy Division_Unknown Pleasures,4.5,446,0,1,7
Joy Division_Unknown Pleasures,4,314,2,0,26
Joy Division_Unknown Pleasures,3.5,406,0,0,1
Joy Division_Unknown Pleasures,4.5,925,0,4,156
Joy Division_Unknown Pleasures,3.5,207,0,0,8
Joy Division_Unknown Pleasures,3,532,0,1,0
Joy Division_Unknown Pleasures,4,229,0,11,44
Joy Division_Unknown Pleasures,4,304,0,0,0
Joy Division_Unknown Pleasures,4.5,629,0,0,0
Joy Division_Unknown Pleasures,5,237,0,0,6
Joy Division_Unknown Pleasures,4,988,0,0,0
Joy Division_Unknown Pleasures,5,445,0,0,0
Joy Division_Unknown Pleasures,4.5,257,0,0,0
Joy Division_Unknown Pleasures,5,434,0,0,0
Joy Division_Unknown Pleasures,4.5,551,0,0,1
Joy Division_Unknown Pleasures,5,319,2,1,0
Joy Division_Unknown Pleasures,4.5,415,0,0,0
Joy Division_Unknown Pleasures,4.5,693,0,0,22
Joy Division_Unknown Pleasures,2.5,396,0,5,152
Joy Division_Unknown Pleasures,4.5,470,0,0,4
Joy Division_Unknown Pleasures,5,340,0,0,0
Joy Division_Unknown Pleasures,4,155,0,0,8
Joy Division_Unknown Pleasures,4,105,0,0,0
Joy Division_Unknown Pleasures,4,31,2,0,10
Joy Division_Unknown Pleasures,4,447,0,0,0
Joy Division_Unknown Pleasures,4.5,574,0,0,17
Joy Division_Unknown Pleasures,4.5,274,0,0,1
Joy Division_Unknown Pleasures,5,102,0,0,0
Joy Division_Unknown Pleasures,4.5,147,0,1,4
Joy Division_Unknown Pleasures,5,2886,3,14,258
Joy Division_Unknown Pleasures,4,384,0,0,0
Joy Division_Unknown Pleasures,3.5,1852,46,124,4718
Joy Division_Unknown Pleasures,5,575,9,1,30
Joy Division_Unknown Pleasures,5,230,0,0,0
Joy Division_Unknown Pleasures,3,202,0,0,0
Joy Division_Unknown Pleasures,4.5,170,0,15,31
Joy Division_Unknown Pleasures,4.5,3701,1,43,1620
Joy Division_Unknown Pleasures,4.5,599,0,0,0
Joy Division_Unknown Pleasures,5,68,1,0,3
Joy Division_Unknown Pleasures,5,395,0,0,0
Joy Division_Unknown Pleasures,5,29,0,0,0
Joy Division_Unknown Pleasures,5,387,0,2,80
Joy Division_Unknown Pleasures,4.5,98,0,0,0
Joy Division_Unknown Pleasures,4.5,106,4,13,126
Joy Division_Unknown Pleasures,4,67,0,0,1
Joy Division_Unknown Pleasures,4,495,14,88,2749
Joy Division_Unknown Pleasures,4,132,0,0,0
Joy Division_Unknown Pleasures,4,718,0,1,4
Joy Division_Unknown Pleasures,4.5,210,0,0,5
Joy Division_Unknown Pleasures,3.5,1045,0,0,16
Joy Division_Unknown Pleasures,5,472,0,0,8
Joy Division_Unknown Pleasures,5,8682,1,43,533
Joy Division_Unknown Pleasures,4.5,481,0,1,2
Joy Division_Unknown Pleasures,4,373,0,0,0
Joy Division_Unknown Pleasures,4.5,2367,0,0,2
Joy Division_Unknown Pleasures,5,635,0,2,444
Joy Division_Unknown Pleasures,4.5,1078,82,97,8090
Joy Division_Unknown Pleasures,3,4508,0,0,15
Joy Division_Unknown Pleasures,5,78,0,1,0
Joy Division_Unknown Pleasures,4,753,0,0,190
Joy Division_Unknown Pleasures,4,213,0,2,2
Joy Division_Unknown Pleasures,5,2362,0,29,266
Joy Division_Unknown Pleasures,5,35,0,0,0
Joy Division_Unknown Pleasures,5,2522,0,14,4
Joy Division_Unknown Pleasures,5,657,0,0,4
Joy Division_Unknown Pleasures,4.5,92,0,0,0
Joy Division_Unknown Pleasures,5,281,0,0,0
Joy Division_Unknown Pleasures,5,300,0,0,0
Joy Division_Unknown Pleasures,4.5,263,0,0,94
Joy Division_Unknown Pleasures,5,993,34,1,842
Joy Division_Unknown Pleasures,4,408,0,0,0
Joy Division_Unknown Pleasures,4,88,0,0,0
Joy Division_Unknown Pleasures,4.5,140,0,0,0
Joy Division_Unknown Pleasures,4,40,0,0,0
Joy Division_Unknown Pleasures,5,147,0,0,0
Joy Division_Unknown Pleasures,4.5,826,0,0,7
Joy Division_Unknown Pleasures,5,44,0,8,4629
Joy Division_Unknown Pleasures,4.5,1560,2,0,8
Joy Division_Unknown Pleasures,4.5,737,0,0,1
Joy Division_Unknown Pleasures,5,18,0,0,0
Joy Division_Unknown Pleasures,4,209,0,0,0
Joy Division_Unknown Pleasures,3,842,2,0,27
Joy Division_Unknown Pleasures,4.5,918,4,51,8656
Joy Division_Unknown Pleasures,5,139,0,0,1
Joy Division_Unknown Pleasures,5,42,0,0,0
Joy Division_Unknown Pleasures,4,3557,0,0,0
Joy Division_Unknown Pleasures,4,124,0,0,1
Joy Division_Unknown Pleasures,5,399,0,0,1
Joy Division_Unknown Pleasures,4.5,1124,2,0,64
Joy Division_Unknown Pleasures,5,166,0,0,0
Joy Division_Unknown Pleasures,4.5,205,0,0,0
Joy Division_Unknown Pleasures,3.5,682,7,2,596
Joy Division_Unknown Pleasures,5,94,0,0,0
Joy Division_Unknown Pleasures,4.5,133,0,10,29
Joy Division_Unknown Pleasures,4,454,0,0,14
Joy Division_Unknown Pleasures,4.5,381,0,0,175
Joy Division_Unknown Pleasures,5,414,1,0,6
Joy Division_Unknown Pleasures,3,457,2,0,23
Joy Division_Unknown Pleasures,4,656,0,5,0
Joy Division_Unknown Pleasures,5,323,0,6,37
Joy Division_Unknown Pleasures,4.5,112,0,0,0
Joy Division_Unknown Pleasures,5,1724,0,0,0
Joy Division_Unknown Pleasures,5,335,0,0,29
Joy Division_Unknown Pleasures,4,109,0,0,0
Joy Division_Unknown Pleasures,4.5,1360,0,0,11
Joy Division_Unknown Pleasures,5,1010,0,0,1
Joy Division_Unknown Pleasures,4.5,756,0,5,24
Joy Division_Unknown Pleasures,4.5,150,0,0,0
Joy Division_Unknown Pleasures,4,735,0,8,107
Joy Division_Unknown Pleasures,4,1100,15,58,717
Joy Division_Unknown Pleasures,4.5,98,0,0,1
Joy Division_Unknown Pleasures,4.5,402,0,0,6
Joy Division_Unknown Pleasures,4.5,692,0,1,0
Joy Division_Unknown Pleasures,4.5,967,0,1,17
Joy Division_Unknown Pleasures,5,126,0,0,0
Joy Division_Unknown Pleasures,5,605,0,0,0
Joy Division_Unknown Pleasures,3,716,23,25,11299
Joy Division_Unknown Pleasures,3.5,143,0,0,0
Joy Division_Unknown Pleasures,5,256,0,0,62
Joy Division_Unknown Pleasures,5,79,0,0,0
Joy Division_Unknown Pleasures,4.5,454,2,0,23
Joy Division_Unknown Pleasures,5,16,0,0,0
Joy Division_Unknown Pleasures,5,1047,0,1,9
Joy Division_Unknown Pleasures,5,203,0,0,1
Joy Division_Unknown Pleasures,4.5,1684,0,0,8
Joy Division_Unknown Pleasures,4.5,203,0,0,0
Joy Division_Unknown Pleasures,2,1345,52,3,648
Joy Division_Unknown Pleasures,4,2326,0,5,2987
Joy Division_Unknown Pleasures,4,1126,3,16,496
Joy Division_Unknown Pleasures,4,171,0,2,59
Joy Division_Unknown Pleasures,5,48,0,0,0
Joy Division_Unknown Pleasures,4.5,692,5,5,59
Joy Division_Unknown Pleasures,5,30,0,0,0
Joy Division_Unknown Pleasures,3,540,32,6,117
Joy Division_Unknown Pleasures,3,63,0,0,0
Joy Division_Unknown Pleasures,4.5,850,0,0,29
Joy Division_Unknown Pleasures,3.5,2406,0,0,13
Joy Division_Unknown Pleasures,4.5,3629,0,0,0
Joy Division_Unknown Pleasures,4,141,1,0,11
Joy Division_Unknown Pleasures,5,479,0,0,0
Joy Division_Unknown Pleasures,5,1509,21,5,134
Joy Division_Unknown Pleasures,4,276,0,0,0
Joy Division_Unknown Pleasures,4.5,181,13,0,280
Joy Division_Unknown Pleasures,5,182,0,0,0
Joy Division_Unknown Pleasures,4.5,2913,0,28,5012
Joy Division_Unknown Pleasures,3.5,1346,7,9,22064
Joy Division_Unknown Pleasures,4.5,618,0,4,54
Joy Division_Unknown Pleasures,5,145,6,0,0
Joy Division_Unknown Pleasures,3.5,1347,0,0,331
Joy Division_Unknown Pleasures,5,167,0,0,0
Joy Division_Unknown Pleasures,4.5,140,0,0,0
Joy Division_Unknown Pleasures,4.5,297,0,10,34
Joy Division_Unknown Pleasures,4,379,45,35,26152
Joy Division_Unknown Pleasures,4.5,55,0,0,3
Joy Division_Unknown Pleasures,3.5,293,0,0,4
Joy Division_Unknown Pleasures,4.5,99,0,0,0
Joy Division_Unknown Pleasures,5,479,0,0,0
Joy Division_Unknown Pleasures,4,842,0,17,60
Joy Division_Unknown Pleasures,4.5,114,0,0,0
Joy Division_Unknown Pleasures,2.5,112,0,0,0
Joy Division_Unknown Pleasures,4,9,0,3,9
Joy Division_Unknown Pleasures,5,808,2,0,119
Joy Division_Unknown Pleasures,4.5,1126,0,17,3345
Joy Division_Unknown Pleasures,5,64,0,0,0
Joy Division_Unknown Pleasures,4,73,0,0,0
Joy Division_Unknown Pleasures,5,676,0,0,13
Joy Division_Unknown Pleasures,4.5,109,0,0,0
Joy Division_Unknown Pleasures,4.5,456,0,0,36
Joy Division_Unknown Pleasures,4.5,58,0,0,5
Joy Division_Unknown Pleasures,5,936,0,0,0
Joy Division_Unknown Pleasures,4,926,60,0,386
Joy Division_Unknown Pleasures,5,1781,0,2,13
Joy Division_Unknown Pleasures,4,330,0,0,1
Joy Division_Unknown Pleasures,5,9,0,0,0
Joy Division_Unknown Pleasures,3,1387,0,1,3
Joy Division_Unknown Pleasures,5,681,0,9,82
Joy Division_Unknown Pleasures,3,621,1,1,24
Joy Division_Unknown Pleasures,3.5,344,3,0,9
Joy Division_Unknown Pleasures,3,957,3,0,8
Joy Division_Unknown Pleasures,5,549,0,0,0
Joy Division_Unknown Pleasures,4,323,0,0,0
Joy Division_Unknown Pleasures,4.5,235,4,0,10
Joy Division_Unknown Pleasures,3.5,253,0,0,0
Joy Division_Unknown Pleasures,4,111,0,0,0
Joy Division_Unknown Pleasures,4.5,251,0,0,0
Joy Division_Unknown Pleasures,5,98,0,7,45
Joy Division_Unknown Pleasures,4,695,1,3,9
Joy Division_Unknown Pleasures,3,329,0,0,0
Joy Division_Unknown Pleasures,3,450,0,1,0
Joy Division_Unknown Pleasures,5,307,0,1,1
Joy Division_Unknown Pleasures,4.5,2274,0,2,41
Joy Division_Unknown Pleasures,3.5,247,2,0,159
Joy Division_Unknown Pleasures,4.5,546,0,3,202
Joy Division_Unknown Pleasures,4.5,2250,4,14,268
Joy Division_Unknown Pleasures,4,134,0,0,0
Joy Division_Unknown Pleasures,5,881,10,40,897
Joy Division_Unknown Pleasures,5,218,0,0,0
Joy Division_Unknown Pleasures,5,190,0,0,0
Joy Division_Unknown Pleasures,2,154,0,0,0
Joy Division_Unknown Pleasures,5,2986,3,9,23
Joy Division_Unknown Pleasures,5,852,0,3,9
Joy Division_Unknown Pleasures,4,481,0,0,0
Joy Division_Unknown Pleasures,4.5,437,0,0,1
Joy Division_Unknown Pleasures,5,30,0,0,0
Joy Division_Unknown Pleasures,4.5,698,0,0,0
Joy Division_Unknown Pleasures,3.5,440,0,0,1
Joy Division_Unknown Pleasures,4.5,987,0,0,59
Joy Division_Unknown Pleasures,4.5,436,0,0,10
Joy Division_Unknown Pleasures,5,249,0,0,38
Joy Division_Unknown Pleasures,3.5,327,3,0,15
Joy Division_Unknown Pleasures,2.5,765,0,2,59
Joy Division_Unknown Pleasures,4,1487,15,309,51643
Joy Division_Unknown Pleasures,3,157,0,1,1
Joy Division_Unknown Pleasures,4,65,0,0,0
Joy Division_Unknown Pleasures,5,1659,8,11,4464
Joy Division_Unknown Pleasures,5,441,0,2,1572
Joy Division_Unknown Pleasures,4.5,519,0,0,0
Joy Division_Unknown Pleasures,5,157,0,0,0
Joy Division_Unknown Pleasures,3.5,2292,111,65,24415
Joy Division_Unknown Pleasures,5,292,0,4,1652
Joy Division_Unknown Pleasures,5,46,0,0,0
Joy Division_Unknown Pleasures,5,3902,14,31,5435
Joy Division_Unknown Pleasures,3,81,0,0,2
Joy Division_Unknown Pleasures,4.5,400,7,0,81
Joy Division_Unknown Pleasures,4.5,1299,6,80,14016
Joy Division_Unknown Pleasures,4.5,52,1,0,1
Joy Division_Unknown Pleasures,4.5,47,0,0,0
Joy Division_Unknown Pleasures,4,29,0,0,0
Joy Division_Unknown Pleasures,4,162,0,0,0
Joy Division_Unknown Pleasures,4.5,87,0,0,0
Joy Division_Unknown Pleasures,5,1326,0,0,0
Joy Division_Unknown Pleasures,5,1613,0,0,0
Joy Division_Unknown Pleasures,5,713,0,0,3
Joy Division_Unknown Pleasures,5,420,1,3,100
Joy Division_Unknown Pleasures,5,250,0,0,0
Joy Division_Unknown Pleasures,4.5,155,0,0,0
Joy Division_Unknown Pleasures,5,3,0,0,1604
Joy Division_Unknown Pleasures,4,81,0,0,2
Joy Division_Unknown Pleasures,5,21,0,0,3
Joy Division_Unknown Pleasures,4.5,1016,1,0,336
Joy Division_Unknown Pleasures,4,250,0,0,0
Joy Division_Unknown Pleasures,5,419,0,0,1
Joy Division_Unknown Pleasures,5,1707,0,5,381
Joy Division_Unknown Pleasures,2.5,86,0,3,11
Joy Division_Unknown Pleasures,4,650,3,12,4473
Joy Division_Unknown Pleasures,3.5,123,0,0,0
Joy Division_Unknown Pleasures,5,512,0,1,8
Joy Division_Unknown Pleasures,4,53,0,0,0
Joy Division_Unknown Pleasures,3.5,209,0,1,54
Joy Division_Unknown Pleasures,5,1409,0,0,21
Joy Division_Unknown Pleasures,4,432,0,0,0
Joy Division_Unknown Pleasures,4,3476,0,14,11904
Joy Division_Unknown Pleasures,4,1530,0,6,17
Joy Division_Unknown Pleasures,2,1209,0,0,110
Joy Division_Unknown Pleasures,5,293,0,0,0
Joy Division_Unknown Pleasures,5,548,0,4,64
Joy Division_Unknown Pleasures,4.5,807,0,1,11
Joy Division_Unknown Pleasures,4.5,97,0,0,0
Joy Division_Unknown Pleasures,5,72,0,0,0
Joy Division_Unknown Pleasures,4.5,1693,7,6,547
Joy Division_Unknown Pleasures,2,61,0,0,3
Joy Division_Unknown Pleasures,4.5,141,0,1,60
Joy Division_Unknown Pleasures,4.5,515,0,0,0
Joy Division_Unknown Pleasures,5,302,0,0,3
Joy Division_Unknown Pleasures,4,1476,2,2,6
Joy Division_Unknown Pleasures,5,116,0,0,0
Joy Division_Unknown Pleasures,4.5,138,0,0,0
Joy Division_Unknown Pleasures,5,153,0,1,73
Joy Division_Unknown Pleasures,5,51,0,0,0
Joy Division_Unknown Pleasures,4.5,132,0,0,2
Joy Division_Unknown Pleasures,3.5,491,0,0,9
Joy Division_Unknown Pleasures,4,553,0,0,22
Joy Division_Unknown Pleasures,5,457,0,0,0
Joy Division_Unknown Pleasures,4,2174,2,10,1051
Joy Division_Unknown Pleasures,4,178,0,0,2
Joy Division_Unknown Pleasures,4,246,0,0,0
Joy Division_Unknown Pleasures,5,188,0,0,1
Joy Division_Unknown Pleasures,2.5,200,0,0,5
Joy Division_Unknown Pleasures,4.5,162,0,0,0
Joy Division_Unknown Pleasures,4.5,2634,2,2,13
Joy Division_Unknown Pleasures,4,279,0,0,3
Joy Division_Unknown Pleasures,4.5,2025,194,81,10583
Joy Division_Unknown Pleasures,4.5,75,0,0,3
Joy Division_Unknown Pleasures,3.5,1061,1,2,8460
Joy Division_Unknown Pleasures,4,70,0,0,0
Joy Division_Unknown Pleasures,5,1554,0,10,6366
Joy Division_Unknown Pleasures,4.5,70,0,0,0
Joy Division_Unknown Pleasures,5,174,1,3,30
Joy Division_Unknown Pleasures,5,283,0,0,0
Joy Division_Unknown Pleasures,4.5,792,0,2,291
Joy Division_Unknown Pleasures,5,66,2,1,3
Joy Division_Unknown Pleasures,4,222,0,18,41
Joy Division_Unknown Pleasures,4,2651,13,14,20929
Joy Division_Unknown Pleasures,5,304,0,0,0
Joy Division_Unknown Pleasures,4.5,865,8,30,399
Joy Division_Unknown Pleasures,4.5,1740,2,19,2217
Joy Division_Unknown Pleasures,4,398,2,5,136
Joy Division_Unknown Pleasures,5,338,3,1,4
Joy Division_Unknown Pleasures,5,157,0,1,0
Joy Division_Unknown Pleasures,5,176,0,0,0
Joy Division_Unknown Pleasures,3.5,135,0,0,10
Joy Division_Unknown Pleasures,4,666,0,7,666
Joy Division_Unknown Pleasures,4,224,0,0,9
Joy Division_Unknown Pleasures,5,3562,0,0,3
Joy Division_Unknown Pleasures,5,350,0,0,0
Joy Division_Unknown Pleasures,3,339,5,12,299
Joy Division_Unknown Pleasures,3.5,133,0,0,0
Joy Division_Unknown Pleasures,5,1572,0,0,0
Joy Division_Unknown Pleasures,4.5,304,0,0,0
Joy Division_Unknown Pleasures,5,733,1,47,8197
Joy Division_Unknown Pleasures,5,12,0,0,0
Joy Division_Unknown Pleasures,4,446,0,8,9
Joy Division_Unknown Pleasures,4.5,666,0,0,5
Joy Division_Unknown Pleasures,4,97,0,0,3
Joy Division_Unknown Pleasures,4.5,318,0,5,10
Joy Division_Unknown Pleasures,5,344,0,0,6
Joy Division_Unknown Pleasures,3.5,563,0,0,0
Joy Division_Unknown Pleasures,4,414,0,0,0
Joy Division_Unknown Pleasures,5,637,0,0,368
Joy Division_Unknown Pleasures,5,145,0,0,0
Joy Division_Unknown Pleasures,5,51,0,0,0
Joy Division_Unknown Pleasures,3,144,0,3,4
Joy Division_Unknown Pleasures,3,1174,1,1,971
Joy Division_Unknown Pleasures,5,436,0,0,0
Joy Division_Unknown Pleasures,3.5,6950,0,18,1875
Joy Division_Unknown Pleasures,5,570,0,2,67
Joy Division_Unknown Pleasures,4.5,200,0,0,1
Joy Division_Unknown Pleasures,3.5,1273,2,3,1895
Joy Division_Unknown Pleasures,4.5,619,0,0,0
Joy Division_Unknown Pleasures,4.5,1425,2,0,28
Joy Division_Unknown Pleasures,5,1075,0,0,7
Joy Division_Unknown Pleasures,3,864,12,9,5368
Joy Division_Unknown Pleasures,4,2408,0,0,5216
Joy Division_Unknown Pleasures,5,386,0,0,0
Joy Division_Unknown Pleasures,4,1055,1,42,8680
Joy Division_Unknown Pleasures,4,63,0,4,7
Joy Division_Unknown Pleasures,3,163,0,3,4
Joy Division_Unknown Pleasures,4,161,0,1,0
Joy Division_Unknown Pleasures,2.5,918,0,5,254
Joy Division_Unknown Pleasures,2.5,790,4,39,13271
Joy Division_Unknown Pleasures,4.5,1758,0,0,0
Joy Division_Unknown Pleasures,4.5,221,0,0,34
Joy Division_Unknown Pleasures,4.5,220,6,0,6
Joy Division_Unknown Pleasures,4.5,87,0,0,8
Joy Division_Unknown Pleasures,5,2216,0,7,53
Joy Division_Unknown Pleasures,4.5,66,0,0,9
Joy Division_Unknown Pleasures,4.5,236,0,11,15
Joy Division_Unknown Pleasures,4.5,496,0,8,206
Joy Division_Unknown Pleasures,5,631,0,21,369
Joy Division_Unknown Pleasures,3,2792,0,37,6086
Joy Division_Unknown Pleasures,3,1174,0,0,0
Joy Division_Unknown Pleasures,5,134,0,0,0
Joy Division_Unknown Pleasures,5,425,0,7,106
Joy Division_Unknown Pleasures,4,1370,2,6,10
Joy Division_Unknown Pleasures,5,21,0,1,0
Joy Division_Unknown Pleasures,4,695,1,4,998
Joy Division_Unknown Pleasures,3.5,304,0,0,1
Joy Division_Unknown Pleasures,4.5,1165,0,0,0
Joy Division_Unknown Pleasures,5,237,0,0,0
Joy Division_Unknown Pleasures,5,761,0,52,448
Joy Division_Unknown Pleasures,5,379,0,0,0
Joy Division_Unknown Pleasures,2.5,483,0,1,50
Joy Division_Unknown Pleasures,4.5,61,0,0,0
Joy Division_Unknown Pleasures,4,638,2,7,3035
Joy Division_Unknown Pleasures,4,328,4,9,32
Joy Division_Unknown Pleasures,4.5,683,0,7,35
Joy Division_Unknown Pleasures,4,211,0,0,0
Joy Division_Unknown Pleasures,3,71,0,0,1
Joy Division_Unknown Pleasures,5,1650,0,0,0
Joy Division_Unknown Pleasures,5,305,0,0,0
Joy Division_Unknown Pleasures,2,2265,0,0,4
Joy Division_Unknown Pleasures,5,2618,3,18,87
Joy Division_Unknown Pleasures,5,17,0,0,0
Joy Division_Unknown Pleasures,4.5,47,0,0,0
Joy Division_Unknown Pleasures,4,449,20,106,585
Joy Division_Unknown Pleasures,2.5,989,19,70,857
Joy Division_Unknown Pleasures,4.5,203,1,3,69
Joy Division_Unknown Pleasures,5,294,2,0,26
Joy Division_Unknown Pleasures,5,4265,0,0,8
Joy Division_Unknown Pleasures,4.5,7446,4,0,1406
Joy Division_Unknown Pleasures,3,184,0,0,0
Joy Division_Unknown Pleasures,5,1236,0,0,0
Joy Division_Unknown Pleasures,4,280,0,1,3
Joy Division_Unknown Pleasures,5,639,0,0,0
Joy Division_Unknown Pleasures,4.5,1802,47,104,1823
Joy Division_Unknown Pleasures,3,2400,130,71,15990
Joy Division_Unknown Pleasures,5,345,0,0,0
Joy Division_Unknown Pleasures,4,149,0,0,0
Joy Division_Unknown Pleasures,4.5,2577,1,21,130
Joy Division_Unknown Pleasures,4.5,188,0,0,0
Joy Division_Unknown Pleasures,4,928,0,0,0
Joy Division_Unknown Pleasures,4,2258,0,0,0
Joy Division_Unknown Pleasures,5,1869,0,0,2
Joy Division_Unknown Pleasures,3.5,337,2,0,29
Joy Division_Unknown Pleasures,4.5,2696,49,69,14088
Joy Division_Unknown Pleasures,3.5,272,2,6,134
Joy Division_Unknown Pleasures,5,878,0,0,0
Joy Division_Unknown Pleasures,5,185,0,2,62
Joy Division_Unknown Pleasures,4.5,98,0,1,0
Joy Division_Unknown Pleasures,5,6,0,0,0
Joy Division_Unknown Pleasures,5,326,45,35,178
Joy Division_Unknown Pleasures,5,710,22,2,45
Joy Division_Unknown Pleasures,5,126,0,0,0
Joy Division_Unknown Pleasures,5,982,0,0,1
Joy Division_Unknown Pleasures,4.5,363,0,8,163
Joy Division_Unknown Pleasures,5,189,0,0,0
