Band_Album,Rating,ratings,reviews,lists,comments
Joy Division_Unknown Pleasures,4,1713,0,8,210
Joy Division_Unknown Pleasures,5,955,0,0,21
Joy Division_Unknown Pleasures,5,1519,0,1,72
Joy Division_Unknown Pleasures,5,876,0,0,0
Joy Division_Unknown Pleasures,4.5,1338,0,23,20087
Joy Division_Unknown Pleasures,5,524,0,20,4913
Joy Division_Unknown Pleasures,4.5,1413,17,47,5567
Joy Division_Unknown Pleasures,5,79,0,0,170
Joy Division_Unknown Pleasures,4,626,3,6,271
Joy Division_Unknown Pleasures,3.5,63,0,0,0
Joy Division_Unknown Pleasures,5,950,0,9,34
Joy Division_Unknown Pleasures,3.5,86,0,1,0
Joy Division_Unknown Pleasures,5,390,0,0,0
Joy Division_Unknown Pleasures,4,276,0,0,0
Joy Division_Unknown Pleasures,5,142,3,1,12
Joy Division_Unknown Pleasures,5,132,0,0,0
Joy Division_Unknown Pleasures,3.5,315,0,0,2
Joy Division_Unknown Pleasures,5,496,0,0,3
Joy Division_Unknown Pleasures,5,2792,0,6,133
Joy Division_Unknown Pleasures,5,343,0,1,243
Joy Division_Unknown Pleasures,4.5,2234,20,29,624
Joy Division_Unknown Pleasures,2.5,292,0,0,0
Joy Division_Unknown Pleasures,4.5,25,0,0,0
Joy Division_Unknown Pleasures,4.5,1054,5,17,1818
Joy Division_Unknown Pleasures,4.5,741,0,0,1
Joy Division_Unknown Pleasures,4.5,99,0,0,1
Joy Division_Unknown Pleasures,5,393,0,0,1
Joy Division_Unknown Pleasures,5,386,0,0,7
Joy Division_Unknown Pleasures,2.5,1327,0,1,5
Joy Division_Unknown Pleasures,4.5,81,0,0,0
Joy Division_Unknown Pleasures,4.5,392,0,1,0
Joy Division_Unknown Pleasures,4,208,0,0,0
Joy Division_Unknown Pleasures,4.5,2061,0,0,143
Joy Division_Unknown Pleasures,4,216,0,0,0
Joy Division_Unknown Pleasures,4,154,0,0,0
Joy Division_Unknown Pleasures,4,502,3,63,794
Joy Division_Unknown Pleasures,5,584,0,1,105
Joy Division_Unknown Pleasures,4.5,403,0,0,0
Joy Division_Unknown Pleasures,4.5,6219,4,36,325
Joy Division_Unknown Pleasures,4,414,0,0,26
Joy Division_Unknown Pleasures,4.5,903,0,0,207
Joy Division_Unknown Pleasures,2.5,437,0,0,1
Joy Division_Unknown Pleasures,5,1003,0,0,7
Joy Division_Unknown Pleasures,4.5,216,0,0,0
Joy Division_Unknown Pleasures,5,172,0,0,0
Joy Division_Unknown Pleasures,4,1106,0,4,44
Joy Division_Unknown Pleasures,5,378,0,2,27
Joy Division_Unknown Pleasures,4.5,415,0,0,6
Joy Division_Unknown Pleasures,4.5,1021,0,0,0
Joy Division_Unknown Pleasures,4.5,31,0,0,0
Joy Division_Unknown Pleasures,4,6,0,0,3
Joy Division_Unknown Pleasures,4.5,1162,2,12,129
Joy Division_Unknown Pleasures,3,13442,84,113,734
Joy Division_Unknown Pleasures,4.5,212,0,8,330
Joy Division_Unknown Pleasures,3.5,167,0,0,0
Joy Division_Unknown Pleasures,4.5,802,0,0,32
Joy Division_Unknown Pleasures,4,1414,1,10,1603
Joy Division_Unknown Pleasures,5,77,0,0,5
Joy Division_Unknown Pleasures,5,320,0,0,0
Joy Division_Unknown Pleasures,3.5,1345,11,13,2119
Joy Division_Unknown Pleasures,4,1596,7,44,852
Joy Division_Unknown Pleasures,3.5,2096,128,12,3104
Joy Division_Unknown Pleasures,3.5,334,0,0,0
Joy Division_Unknown Pleasures,3,230,0,1,14
Joy Division_Unknown Pleasures,5,429,1,19,480
Joy Division_Unknown Pleasures,4.5,2155,10,98,3025
Joy Division_Unknown Pleasures,5,319,0,0,0
Joy Division_Unknown Pleasures,4,1178,0,13,4853
Joy Division_Unknown Pleasures,2,137,0,0,0
Joy Division_Unknown Pleasures,4,146,0,0,13
Joy Division_Unknown Pleasures,4.5,1178,9,19,23886
Joy Division_Unknown Pleasures,4,1444,20,3,701
Joy Division_Unknown Pleasures,4.5,280,0,0,1
Joy Division_Unknown Pleasures,5,1784,0,4,16
Joy Division_Unknown Pleasures,5,163,0,0,2
Joy Division_Unknown Pleasures,5,144,0,0,0
Joy Division_Unknown Pleasures,4,505,1,5,510
Joy Division_Unknown Pleasures,3,624,9,0,96
Joy Division_Unknown Pleasures,3,335,0,0,87
Joy Division_Unknown Pleasures,5,245,0,0,3836
Joy Division_Unknown Pleasures,4.5,275,11,0,28
Joy Division_Unknown Pleasures,4.5,6792,0,13,396
Joy Division_Unknown Pleasures,4.5,816,0,10,2579
Joy Division_Unknown Pleasures,4.5,136,0,1,0
Joy Division_Unknown Pleasures,4.5,5898,0,5,469
Joy Division_Unknown Pleasures,3.5,342,0,0,0
Joy Division_Unknown Pleasures,5,307,0,0,17
Joy Division_Unknown Pleasures,4.5,1192,0,0,39
Joy Division_Unknown Pleasures,4.5,465,1,3,59
Joy Division_Unknown Pleasures,5,245,0,0,5
Joy Division_Unknown Pleasures,5,60,0,1,2
Joy Division_Unknown Pleasures,4.5,561,0,0,1
Joy Division_Unknown Pleasures,4.5,1034,0,0,43
Joy Division_Unknown Pleasures,3.5,745,0,12,450
Joy Division_Unknown Pleasures,4,688,0,19,430
Joy Division_Unknown Pleasures,5,600,0,0,1
Joy Division_Unknown Pleasures,4,21,1,0,1
Joy Division_Unknown Pleasures,4,574,0,5,253
Joy Division_Unknown Pleasures,4,262,1,2,4
Joy Division_Unknown Pleasures,3.5,660,0,0,0
Joy Division_Unknown Pleasures,5,171,0,0,0
Joy Division_Unknown Pleasures,3,201,0,0,48
Joy Division_Unknown Pleasures,4,99,0,0,4
Joy Division_Unknown Pleasures,4,1229,9,60,4281
Joy Division_Unknown Pleasures,5,143,0,0,0
Joy Division_Unknown Pleasures,4.5,21,0,0,1
Joy Division_Unknown Pleasures,5,346,0,0,88
Joy Division_Unknown Pleasures,3.5,2619,0,12,214
Joy Division_Unknown Pleasures,5,1963,0,0,1953
Joy Division_Unknown Pleasures,5,138,0,0,0
Joy Division_Unknown Pleasures,3.5,1141,0,2,4
Joy Division_Unknown Pleasures,3.5,1790,0,0,4
Joy Division_Unknown Pleasures,4,259,0,0,5
Joy Division_Unknown Pleasures,4,166,0,0,0
Joy Division_Unknown Pleasures,4.5,1387,0,1,2
Joy Division_Unknown Pleasures,5,317,0,0,0
Joy Division_Unknown Pleasures,4.5,72,0,0,0
Joy Division_Unknown Pleasures,2,383,0,1,38
Joy Division_Unknown Pleasures,5,226,0,0,0
Joy Division_Unknown Pleasures,5,254,0,6,94
Joy Division_Unknown Pleasures,2.5,239,0,0,1
Joy Division_Unknown Pleasures,4.5,1296,0,0,22
Joy Division_Unknown Pleasures,4.5,700,0,0,1
Joy Division_Unknown Pleasures,3,1077,2,27,917
Joy Division_Unknown Pleasures,4.5,276,0,0,4
Joy Division_Unknown Pleasures,5,713,0,1,35
Joy Division_Unknown Pleasures,4.5,886,0,0,0
Joy Division_Unknown Pleasures,4,573,0,0,0
Joy Division_Unknown Pleasures,5,17,0,0,0
Joy Division_Unknown Pleasures,5,111,4,0,6
Joy Division_Unknown Pleasures,4.5,394,21,23,1866
Joy Division_Unknown Pleasures,2.5,163,0,0,25
Joy Division_Unknown Pleasures,3,603,0,0,23
Joy Division_Unknown Pleasures,5,27,0,0,0
Joy Division_Unknown Pleasures,4,172,0,0,2
Joy Division_Unknown Pleasures,5,1583,0,0,0
Joy Division_Unknown Pleasures,5,83,0,2,1
Joy Division_Unknown Pleasures,4.5,142,0,0,0
Joy Division_Unknown Pleasures,4.5,76,0,3,4375
Joy Division_Unknown Pleasures,3,1336,0,2,308
Joy Division_Unknown Pleasures,4,195,0,0,34
Joy Division_Unknown Pleasures,5,230,0,0,0
Joy Division_Unknown Pleasures,3.5,836,4,58,2412
Joy Division_Unknown Pleasures,4.5,1120,0,0,32
Joy Division_Unknown Pleasures,3.5,54,0,0,0
Joy Division_Unknown Pleasures,4.5,132,0,6,74
Joy Division_Unknown Pleasures,5,2110,0,0,2
Joy Division_Unknown Pleasures,4.5,269,0,3,15
Joy Division_Unknown Pleasures,4.5,164,0,0,2
Joy Division_Unknown Pleasures,4.5,282,0,0,5
Joy Division_Unknown Pleasures,5,1845,0,3,277
Joy Division_Unknown Pleasures,4.5,139,0,0,78
Joy Division_Unknown Pleasures,4,272,0,0,0
Joy Division_Unknown Pleasures,4.5,745,0,0,252
Joy Division_Unknown Pleasures,5,12,0,0,2
Joy Division_Unknown Pleasures,3.5,236,0,0,0
Joy Division_Unknown Pleasures,4,1205,0,0,2
Joy Division_Unknown Pleasures,4.5,241,0,3,31
Joy Division_Unknown Pleasures,4,329,0,21,153
Joy Division_Unknown Pleasures,5,41,1,1,2
Joy Division_Unknown Pleasures,5,102,0,3,135
Joy Division_Unknown Pleasures,5,240,0,0,0
Joy Division_Unknown Pleasures,5,77,0,0,0
Joy Division_Unknown Pleasures,4.5,1221,0,10,1119
Joy Division_Unknown Pleasures,4.5,374,0,0,0
Joy Division_Unknown Pleasures,4.5,715,54,28,658
Joy Division_Unknown Pleasures,4.5,173,0,3,49
Joy Division_Unknown Pleasures,4.5,45,0,0,0
Joy Division_Unknown Pleasures,4.5,113,0,0,0
Joy Division_Unknown Pleasures,4,641,0,0,0
Joy Division_Unknown Pleasures,5,138,0,0,0
Joy Division_Unknown Pleasures,4.5,446,25,1,245
Joy Division_Unknown Pleasures,4,421,0,0,0
Joy Division_Unknown Pleasures,4.5,4175,96,10,5699
Joy Division_Unknown Pleasures,4.5,1433,0,7,29
Joy Division_Unknown Pleasures,3.5,53,0,0,6
Joy Division_Unknown Pleasures,4.5,2297,0,95,724
Joy Division_Unknown Pleasures,4.5,732,0,0,0
Joy Division_Unknown Pleasures,5,1097,0,1,0
Joy Division_Unknown Pleasures,5,121,0,0,0
Joy Division_Unknown Pleasures,5,492,0,0,0
Joy Division_Unknown Pleasures,5,1389,1,8,150
Joy Division_Unknown Pleasures,4,2796,9,13,4402
Joy Division_Unknown Pleasures,5,1039,0,0,48
Joy Division_Unknown Pleasures,3,799,0,0,2
Joy Division_Unknown Pleasures,5,57,0,0,0
Joy Division_Unknown Pleasures,5,195,0,0,0
Joy Division_Unknown Pleasures,4.5,1905,30,25,9838
Joy Division_Unknown Pleasures,4,94,0,0,0
Joy Division_Unknown Pleasures,4.5,1999,39,41,6691
Joy Division_Unknown Pleasures,4,206,0,0,0
Joy Division_Unknown Pleasures,5,128,0,0,1
Joy Division_Unknown Pleasures,5,855,2,63,163
Joy Division_Unknown Pleasures,5,748,0,0,0
Joy Division_Unknown Pleasures,4.5,1131,0,0,0
Joy Division_Unknown Pleasures,4,2232,19,8,1587
Joy Division_Unknown Pleasures,5,193,0,0,0
Joy Division_Unknown Pleasures,5,391,0,0,0
Joy Division_Unknown Pleasures,4,856,0,2,28
Joy Division_Unknown Pleasures,5,83,0,0,0
Joy Division_Unknown Pleasures,5,458,0,0,1
Joy Division_Unknown Pleasures,4.5,333,2,1,8
Joy Division_Unknown Pleasures,4,1265,24,19,3833
Joy Division_Unknown Pleasures,5,227,0,1,2
Joy Division_Unknown Pleasures,4,381,0,0,12
Joy Division_Unknown Pleasures,5,203,0,10,96
Joy Division_Unknown Pleasures,4,2084,0,8,1267
Joy Division_Unknown Pleasures,5,97,5,0,43
Joy Division_Unknown Pleasures,4,219,0,0,5
Joy Division_Unknown Pleasures,4,1528,0,0,30
Joy Division_Unknown Pleasures,4.5,130,0,0,0
Joy Division_Unknown Pleasures,4.5,1514,0,3,22
Joy Division_Unknown Pleasures,3,901,31,8,2348
Joy Division_Unknown Pleasures,4,531,0,0,0
Joy Division_Unknown Pleasures,4.5,1027,0,0,46
Joy Division_Unknown Pleasures,5,293,0,0,4
Joy Division_Unknown Pleasures,4.5,10,0,0,0
Joy Division_Unknown Pleasures,5,97,0,0,0
Joy Division_Unknown Pleasures,4.5,3273,0,29,410
Joy Division_Unknown Pleasures,5,285,0,0,0
Joy Division_Unknown Pleasures,4,830,61,65,5101
Joy Division_Unknown Pleasures,3,168,0,0,1
Joy Division_Unknown Pleasures,3.5,223,0,0,2
Joy Division_Unknown Pleasures,4,426,0,0,0
Joy Division_Unknown Pleasures,4,222,0,0,0
Joy Division_Unknown Pleasures,4,192,0,0,2
Joy Division_Unknown Pleasures,4,2221,0,0,0
Joy Division_Unknown Pleasures,5,1130,0,13,69
Joy Division_Unknown Pleasures,4,134,0,0,0
Joy Division_Unknown Pleasures,4.5,777,2,14,2782
Joy Division_Unknown Pleasures,4,50,0,0,0
Joy Division_Unknown Pleasures,3,283,0,0,0
Joy Division_Unknown Pleasures,5,235,0,0,0
Joy Division_Unknown Pleasures,5,2422,0,0,0
Joy Division_Unknown Pleasures,3,2747,73,55,10252
Joy Division_Unknown Pleasures,4.5,887,1,0,4
Joy Division_Unknown Pleasures,5,206,0,0,8
Joy Division_Unknown Pleasures,4,138,0,0,5
Joy Division_Unknown Pleasures,4,366,0,0,2
Joy Division_Unknown Pleasures,3,733,0,0,479
Joy Division_Unknown Pleasures,2,16,5,0,63
Joy Division_Unknown Pleasures,5,235,0,0,3
Joy Division_Unknown Pleasures,5,131,0,0,0
Joy Division_Unknown Pleasures,5,90,0,0,0
Joy Division_Unknown Pleasures,4.5,516,0,4,0
Joy Division_Unknown Pleasures,4,1804,0,31,366
Joy Division_Unknown Pleasures,5,255,0,3,6
Joy Division_Unknown Pleasures,4,699,0,0,0
Joy Division_Unknown Pleasures,4.5,723,40,70,14082
Joy Division_Unknown Pleasures,5,376,0,0,18
Joy Division_Unknown Pleasures,4.5,600,5,3,472
Joy Division_Unknown Pleasures,4.5,146,0,0,2
Joy Division_Unknown Pleasures,5,100,0,0,0
Joy Division_Unknown Pleasures,5,106,0,0,0
Joy Division_Unknown Pleasures,3.5,89,0,0,0
Joy Division_Unknown Pleasures,4,419,0,0,2
Joy Division_Unknown Pleasures,3.5,193,0,0,0
Joy Division_Unknown Pleasures,3.5,104,0,0,4
Joy Division_Unknown Pleasures,4.5,469,0,34,3544
Joy Division_Unknown Pleasures,4.5,668,11,1,262
Joy Division_Unknown Pleasures,4.5,1335,0,0,0
Joy Division_Unknown Pleasures,4.5,58,0,0,0
Joy Division_Unknown Pleasures,5,378,0,0,11
Joy Division_Unknown Pleasures,5,396,0,0,0
Joy Division_Unknown Pleasures,5,452,0,0,0
Joy Division_Unknown Pleasures,4.5,123,1,0,1
Joy Division_Unknown Pleasures,4,381,0,3,63
Joy Division_Unknown Pleasures,3.5,45,0,2,2
Joy Division_Unknown Pleasures,5,919,4,16,6534
Joy Division_Unknown Pleasures,4,481,0,0,0
Joy Division_Unknown Pleasures,5,1476,0,0,52
Joy Division_Unknown Pleasures,5,15,0,0,38
Joy Division_Unknown Pleasures,4,148,0,0,3
Joy Division_Unknown Pleasures,4,2816,0,1,659
Joy Division_Unknown Pleasures,4.5,711,0,9,371
Joy Division_Unknown Pleasures,5,139,0,1,0
Joy Division_Unknown Pleasures,5,361,5,0,4
Joy Division_Unknown Pleasures,3.5,73,0,0,0
Joy Division_Unknown Pleasures,5,78,0,0,0
Joy Division_Unknown Pleasures,3.5,1257,6,55,4335
Joy Division_Unknown Pleasures,4,410,0,0,160
Joy Division_Unknown Pleasures,5,493,0,0,4
Joy Division_Unknown Pleasures,3.5,458,0,0,0
Joy Division_Unknown Pleasures,5,109,0,0,0
Joy Division_Unknown Pleasures,4.5,125,0,0,1
Joy Division_Unknown Pleasures,4.5,3839,0,52,2208
Joy Division_Unknown Pleasures,4.5,179,0,0,7
Joy Division_Unknown Pleasures,4.5,832,0,8,245
Joy Division_Unknown Pleasures,4.5,88,0,0,0
Joy Division_Unknown Pleasures,3.5,449,0,3,159
Joy Division_Unknown Pleasures,4.5,368,0,0,52
Joy Division_Unknown Pleasures,4,203,0,0,7
Joy Division_Unknown Pleasures,4.5,2495,11,90,29217
Joy Division_Unknown Pleasures,4.5,1324,79,2,883
Joy Division_Unknown Pleasures,3.5,303,4,0,26
Joy Division_Unknown Pleasures,4.5,394,0,0,1
Joy Division_Unknown Pleasures,4,3601,0,6,277
Joy Division_Unknown Pleasures,4.5,111,0,0,0
Joy Division_Unknown Pleasures,4.5,83,0,7,15
Joy Division_Unknown Pleasures,4.5,203,5,1,30
Joy Division_Unknown Pleasures,4.5,540,0,4,23
Joy Division_Unknown Pleasures,5,101,0,0,1
Joy Division_Unknown Pleasures,4,1110,1,81,2086
Joy Division_Unknown Pleasures,5,4441,12,0,582
Joy Division_Unknown Pleasures,5,614,8,5,30
Joy Division_Unknown Pleasures,3.5,294,1,0,1
Joy Division_Unknown Pleasures,5,384,0,0,0
Joy Division_Unknown Pleasures,5,2452,1,28,2165
Joy Division_Unknown Pleasures,5,252,0,0,0
Joy Division_Unknown Pleasures,4.5,84,0,0,0
Joy Division_Unknown Pleasures,4,330,0,1,22
Joy Division_Unknown Pleasures,5,55,0,0,0
Joy Division_Unknown Pleasures,3.5,750,9,5,228
Joy Division_Unknown Pleasures,5,446,0,4,6
Joy Division_Unknown Pleasures,4,929,1,10,90
Joy Division_Unknown Pleasures,4.5,1664,0,2,16
Joy Division_Unknown Pleasures,4.5,721,0,0,0
Joy Division_Unknown Pleasures,5,3536,0,0,5
Joy Division_Unknown Pleasures,4,276,8,16,562
Joy Division_Unknown Pleasures,5,44,10,0,0
Joy Division_Unknown Pleasures,4.5,549,1,2,205
Joy Division_Unknown Pleasures,2.5,1116,6,90,6104
Joy Division_Unknown Pleasures,5,34,0,0,0
Joy Division_Unknown Pleasures,5,683,0,0,0
Joy Division_Unknown Pleasures,4,1445,0,0,2
Joy Division_Unknown Pleasures,4.5,1507,0,44,1224
Joy Division_Unknown Pleasures,3,196,0,0,0
Joy Division_Unknown Pleasures,4,275,1,20,324
Joy Division_Unknown Pleasures,5,22,0,0,1
Joy Division_Unknown Pleasures,5,352,0,0,0
Joy Division_Unknown Pleasures,4.5,186,0,0,0
Joy Division_Unknown Pleasures,5,159,0,0,0
Joy Division_Unknown Pleasures,4.5,538,0,0,0
Joy Division_Unknown Pleasures,5,57,0,2,1
Joy Division_Unknown Pleasures,5,90,0,0,1
Joy Division_Unknown Pleasures,4.5,561,0,2,7
Joy Division_Unknown Pleasures,5,164,0,0,1
Joy Division_Unknown Pleasures,2,2469,36,268,18938
Joy Division_Unknown Pleasures,5,897,1,0,15
Joy Division_Unknown Pleasures,4.5,505,0,6,9
Joy Division_Unknown Pleasures,3.5,234,0,0,0
Joy Division_Unknown Pleasures,4,1223,3,4,4286
Joy Division_Unknown Pleasures,3,241,0,0,0
Joy Division_Unknown Pleasures,4.5,264,0,0,0
Joy Division_Unknown Pleasures,2.5,3072,7,3,403
Joy Division_Unknown Pleasures,4.5,19,0,0,1
Joy Division_Unknown Pleasures,5,13,1,2,5
Joy Division_Unknown Pleasures,5,4755,8,13,64
Joy Division_Unknown Pleasures,4,543,0,3,439
Joy Division_Unknown Pleasures,4.5,816,0,1,325
Joy Division_Unknown Pleasures,4,613,0,0,0
Joy Division_Unknown Pleasures,5,4764,27,14,188
Joy Division_Unknown Pleasures,5,13,0,0,0
Joy Division_Unknown Pleasures,4,615,0,0,0
Joy Division_Unknown Pleasures,5,256,0,0,11
Joy Division_Unknown Pleasures,5,1143,5,3,5117
Joy Division_Unknown Pleasures,5,74,0,0,0
Joy Division_Unknown Pleasures,4.5,14,0,0,1
Joy Division_Unknown Pleasures,4.5,1149,0,0,0
Joy Division_Unknown Pleasures,4,961,0,0,22
Joy Division_Unknown Pleasures,5,1520,0,9,14
Joy Division_Unknown Pleasures,3.5,111,0,0,0
Joy Division_Unknown Pleasures,5,90,5,3,4112
Joy Division_Unknown Pleasures,5,526,0,3,232
Joy Division_Unknown Pleasures,5,211,0,0,0
Joy Division_Unknown Pleasures,3.5,1181,0,4,202
Joy Division_Unknown Pleasures,4.5,58,31,8,307
Joy Division_Unknown Pleasures,4.5,322,0,0,0
Joy Division_Unknown Pleasures,4,245,0,0,0
Joy Division_Unknown Pleasures,3,1071,4,1,247
Joy Division_Unknown Pleasures,4.5,473,1,0,241
Joy Division_Unknown Pleasures,5,1145,4,24,569
Joy Division_Unknown Pleasures,4.5,1260,0,0,0
Joy Division_Unknown Pleasures,4,441,0,0,5
Joy Division_Unknown Pleasures,4,343,0,0,161
Joy Division_Unknown Pleasures,3.5,663,0,0,793
Joy Division_Unknown Pleasures,2.5,208,0,0,1
Joy Division_Unknown Pleasures,5,1832,1,1,15
Joy Division_Unknown Pleasures,4,17,0,0,0
Joy Division_Unknown Pleasures,4,1633,0,0,4
Joy Division_Unknown Pleasures,2.5,1180,0,0,0
Joy Division_Unknown Pleasures,5,121,0,0,2
Joy Division_Unknown Pleasures,5,598,1,3,83
Joy Division_Unknown Pleasures,4,424,0,0,1
Joy Division_Unknown Pleasures,5,136,0,0,0
Joy Division_Unknown Pleasures,5,102,0,0,0
Joy Division_Unknown Pleasures,5,79,0,0,0
Joy Division_Unknown Pleasures,4.5,2169,0,0,62
Joy Division_Unknown Pleasures,5,1286,0,5,18
Joy Division_Unknown Pleasures,4.5,907,0,5,892
Joy Division_Unknown Pleasures,5,30,0,5,16
Joy Division_Unknown Pleasures,4.5,777,0,0,0
Joy Division_Unknown Pleasures,4.5,64,0,0,0
Joy Division_Unknown Pleasures,5,402,0,0,173
Joy Division_Unknown Pleasures,4.5,196,0,0,0
Joy Division_Unknown Pleasures,4,725,0,13,290
Joy Division_Unknown Pleasures,5,168,0,0,7
Joy Division_Unknown Pleasures,4.5,24,0,1,0
Joy Division_Unknown Pleasures,5,530,0,1,328
Joy Division_Unknown Pleasures,4.5,636,0,0,0
Joy Division_Unknown Pleasures,5,119,0,2,0
Joy Division_Unknown Pleasures,3,462,1,34,125
Joy Division_Unknown Pleasures,5,21,0,0,0
Joy Division_Unknown Pleasures,4,904,0,0,1
Joy Division_Unknown Pleasures,4,327,0,0,0
Joy Division_Unknown Pleasures,5,316,0,7,30
Joy Division_Unknown Pleasures,5,674,0,1,340
Joy Division_Unknown Pleasures,4,1455,17,19,302
Joy Division_Unknown Pleasures,2,520,0,0,13
Joy Division_Unknown Pleasures,4.5,195,0,0,0
Joy Division_Unknown Pleasures,5,594,0,0,0
Joy Division_Unknown Pleasures,4,555,0,0,0
Joy Division_Unknown Pleasures,4.5,443,0,1,0
Joy Division_Unknown Pleasures,4.5,1036,1,27,908
Joy Division_Unknown Pleasures,4,270,2,0,20
Joy Division_Unknown Pleasures,4,610,6,24,405
Joy Division_Unknown Pleasures,4.5,144,0,0,0
Joy Division_Unknown Pleasures,3.5,531,0,0,76
Joy Division_Unknown Pleasures,4,481,0,0,0
Joy Division_Unknown Pleasures,5,3805,25,413,3466
Joy Division_Unknown Pleasures,4.5,226,0,0,0
Joy Division_Unknown Pleasures,4.5,567,0,0,3
Joy Division_Unknown Pleasures,4,110,0,0,0
Joy Division_Unknown Pleasures,4.5,249,0,0,0
Joy Division_Unknown Pleasures,5,1018,0,88,1160
Joy Division_Unknown Pleasures,4.5,84,0,1,7
Joy Division_Unknown Pleasures,4,18,0,3,20
Joy Division_Unknown Pleasures,3,417,0,0,0
Joy Division_Unknown Pleasures,4.5,748,0,24,1115
Joy Division_Unknown Pleasures,5,271,0,0,0
Joy Division_Unknown Pleasures,4.5,90,0,0,0
Joy Division_Unknown Pleasures,5,257,0,0,0
Joy Division_Unknown Pleasures,3,683,0,0,481
Joy Division_Unknown Pleasures,4.5,834,0,1,7
Joy Division_Unknown Pleasures,4,2028,0,7,35
Joy Division_Unknown Pleasures,4.5,321,0,0,5
Joy Division_Unknown Pleasures,5,297,0,5,12
Joy Division_Unknown Pleasures,4.5,198,0,0,0
Joy Division_Unknown Pleasures,5,1339,0,0,5
Joy Division_Unknown Pleasures,4,79,0,0,0
Joy Division_Unknown Pleasures,4,1051,6,127,11208
Joy Division_Unknown Pleasures,4,6626,0,7,10222
Joy Division_Unknown Pleasures,5,795,10,6,684
Joy Division_Unknown Pleasures,3.5,1245,7,17,3833
Joy Division_Unknown Pleasures,3.5,355,0,0,3
Joy Division_Unknown Pleasures,4.5,320,1,0,155
Joy Division_Unknown Pleasures,4.5,375,1,0,0
Joy Division_Unknown Pleasures,5,124,0,0,0
Joy Division_Unknown Pleasures,3.5,816,0,0,6
Joy Division_Unknown Pleasures,5,13,0,0,0
Joy Division_Unknown Pleasures,4.5,1475,0,0,300
Joy Division_Unknown Pleasures,4.5,94,0,0,0
Joy Division_Unknown Pleasures,4.5,105,0,0,0
Joy Division_Unknown Pleasures,4.5,815,0,0,10
Joy Division_Unknown Pleasures,4,296,0,0,0
Joy Division_Unknown Pleasures,4.5,74,0,0,0
Joy Division_Unknown Pleasures,5,93,0,0,25
Joy Division_Unknown Pleasures,3,353,14,6,277
Joy Division_Unknown Pleasures,5,1487,0,0,263
Joy Division_Unknown Pleasures,3,515,0,0,0
Joy Division_Unknown Pleasures,4.5,1083,0,3,20
Joy Division_Unknown Pleasures,4.5,50,0,0,0
Joy Division_Unknown Pleasures,4,1351,0,8,580
Joy Division_Unknown Pleasures,4,279,0,3,17
Joy Division_Unknown Pleasures,4.5,195,0,2,4
Joy Division_Unknown Pleasures,5,8,0,0,0
Joy Division_Unknown Pleasures,4,453,0,0,0
Joy Division_Unknown Pleasures,4,201,0,0,0
Joy Division_Unknown Pleasures,4,462,0,0,4
Joy Division_Unknown Pleasures,3.5,2074,0,6,6277
Joy Division_Unknown Pleasures,5,91,0,0,0
Joy Division_Unknown Pleasures,5,717,1,0,13
Joy Division_Unknown Pleasures,5,54,0,0,3
Joy Division_Unknown Pleasures,4.5,158,14,9,64
Joy Division_Unknown Pleasures,5,107,0,0,1
Joy Division_Unknown Pleasures,4,64,0,0,0
Joy Division_Unknown Pleasures,4,384,4,1,17
Joy Division_Unknown Pleasures,5,484,0,0,371
Joy Division_Unknown Pleasures,5,750,1,3,78
Joy Division_Unknown Pleasures,4.5,954,0,6,41
Joy Division_Unknown Pleasures,3,1462,0,1,0
Joy Division_Unknown Pleasures,5,38,0,0,0
Joy Division_Unknown Pleasures,3.5,190,0,0,0
Joy Division_Unknown Pleasures,4.5,908,0,0,21
Joy Division_Unknown Pleasures,5,43,0,0,0
Joy Division_Unknown Pleasures,5,84,0,0,0
Joy Division_Unknown Pleasures,3.5,96,0,0,6
Joy Division_Unknown Pleasures,5,1372,1,0,25
Joy Division_Unknown Pleasures,5,1681,30,206,2649
Joy Division_Unknown Pleasures,5,1855,0,1,186
Joy Division_Unknown Pleasures,5,793,2,4,48
Joy Division_Unknown Pleasures,5,688,9,17,1686
Joy Division_Unknown Pleasures,3.5,930,0,0,0
Joy Division_Unknown Pleasures,5,2514,0,6,1043
Joy Division_Unknown Pleasures,5,36,1,0,1
Joy Division_Unknown Pleasures,5,1027,7,1,1566
Joy Division_Unknown Pleasures,5,105,0,0,1
Joy Division_Unknown Pleasures,5,199,0,0,0
Joy Division_Unknown Pleasures,4,1381,0,0,2
Joy Division_Unknown Pleasures,2.5,46,0,0,0
Joy Division_Unknown Pleasures,3.5,675,0,2,64
Joy Division_Unknown Pleasures,3,326,0,0,0
Joy Division_Unknown Pleasures,4.5,290,13,1,57
Joy Division_Unknown Pleasures,4,171,0,0,0
Joy Division_Unknown Pleasures,5,220,2,1,0
Joy Division_Unknown Pleasures,4.5,568,0,7,27
Joy Division_Unknown Pleasures,5,1481,0,0,0
Joy Division_Unknown Pleasures,5,1529,0,9,214
Joy Division_Unknown Pleasures,5,792,0,0,0
Joy Division_Unknown Pleasures,4.5,382,0,0,0
Joy Division_Unknown Pleasures,4,33,0,0,0
Joy Division_Unknown Pleasures,4,508,10,9,198
Joy Division_Unknown Pleasures,5,798,0,8,21
Joy Division_Unknown Pleasures,5,1107,6,11,281
Joy Division_Unknown Pleasures,5,84,0,0,0
