Album_Points,Voter_id
10,135
10,135
10,135
20,136
15,136
10,136
10,136
10,136
10,136
10,136
5,136
5,136
5,136
10,137
10,137
10,137
10,137
10,137
10,137
10,137
10,137
10,137
10,137
10,138
10,138
10,138
10,138
10,138
10,138
10,138
10,138
10,138
10,138
30,139
15,139
10,139
9,139
8,139
7,139
6,139
5,139
5,139
5,139
20,140
15,140
15,140
10,140
10,140
10,140
5,140
5,140
5,140
5,140
10,141
10,141
10,141
10,141
10,141
10,141
10,141
10,141
10,141
10,141
20,142
15,142
15,142
10,142
10,142
10,142
5,142
5,142
5,142
5,142
10,143
10,143
10,143
10,143
10,143
10,143
10,143
10,143
10,143
10,143
15,144
15,144
15,144
10,144
10,144
10,144
10,144
5,144
5,144
5,144
15,145
15,145
15,145
10,145
10,145
10,145
10,145
5,145
5,145
5,145
18,146
16,146
15,146
15,146
6,146
6,146
6,146
6,146
6,146
6,146
10,147
10,147
10,147
10,147
10,147
10,147
10,147
10,147
10,147
10,147
10,148
10,148
10,148
10,148
10,148
10,148
10,148
10,148
10,148
10,148
17,149
15,149
12,149
11,149
10,149
9,149
8,149
7,149
6,149
5,149
10,150
10,150
10,150
10,150
10,150
10,150
10,150
10,150
10,150
10,150
15,151
10,151
10,151
10,151
10,151
10,151
10,151
10,151
10,151
5,151
10,152
10,152
10,152
10,152
10,152
10,152
10,152
10,152
10,152
10,152
10,153
10,153
10,153
10,153
10,153
10,153
10,153
10,153
10,153
10,153
10,154
10,154
10,154
10,154
10,154
10,154
10,154
10,154
10,154
10,154
10,155
10,155
10,155
10,155
10,155
10,155
10,155
10,155
10,155
10,155
10,156
10,156
10,156
10,156
10,156
10,156
10,156
10,156
10,156
10,156
15,157
15,157
10,157
10,157
10,157
10,157
10,157
10,157
5,157
5,157
10,158
10,158
10,158
10,158
10,158
10,158
10,158
10,158
10,158
10,158
30,159
10,159
10,159
10,159
10,159
10,159
5,159
5,159
5,159
5,159
15,160
15,160
10,160
10,160
10,160
10,160
10,160
10,160
5,160
5,160
20,161
15,161
15,161
10,161
10,161
10,161
5,161
5,161
5,161
5,161
15,162
14,162
13,162
12,162
11,162
9,162
8,162
7,162
6,162
5,162
15,163
14,163
13,163
12,163
11,163
9,163
8,163
7,163
6,163
5,163
15,164
15,164
15,164
10,164
10,164
10,164
10,164
5,164
5,164
5,164
15,165
15,165
10,165
10,165
10,165
10,165
10,165
10,165
5,165
5,165
25,166
20,166
20,166
5,166
5,166
5,166
5,166
5,166
5,166
5,166
20,167
10,167
10,167
10,167
10,167
10,167
10,167
10,167
5,167
5,167
10,168
10,168
10,168
10,168
10,168
10,168
10,168
10,168
10,168
10,168
10,169
10,169
10,169
10,169
10,169
10,169
10,169
10,169
10,169
10,169
15,170
15,170
15,170
15,170
15,170
10,171
10,171
10,171
10,171
10,171
10,171
10,171
10,171
10,171
10,171
10,172
10,172
10,172
10,172
10,172
10,172
10,172
10,172
10,172
10,172
10,173
10,173
10,173
10,173
10,173
10,173
10,173
10,173
10,173
10,173
20,174
20,174
10,174
10,174
10,174
10,174
5,174
5,174
5,174
5,174
10,175
10,175
10,175
10,175
10,175
10,175
10,175
10,175
10,175
10,175
20,176
20,176
15,176
10,176
10,176
5,176
5,176
5,176
5,176
5,176
15,177
15,177
12,177
12,177
10,177
10,177
8,177
8,177
5,177
5,177
15,178
15,178
10,178
10,178
10,178
10,178
10,178
10,178
5,178
5,178
10,179
10,179
10,179
10,179
10,179
10,179
10,179
10,179
10,179
10,179
15,180
14,180
13,180
12,180
11,180
10,180
8,180
7,180
5,180
5,180
16,181
14,181
13,181
11,181
11,181
9,181
8,181
7,181
6,181
5,181
20,182
15,182
15,182
10,182
10,182
10,182
5,182
5,182
5,182
5,182
15,183
14,183
13,183
12,183
11,183
9,183
8,183
7,183
6,183
5,183
20,184
16,184
12,184
11,184
10,184
7,184
7,184
6,184
6,184
5,184
25,185
20,185
10,185
10,185
10,185
5,185
5,185
5,185
5,185
5,185
10,186
10,186
10,186
10,186
10,186
10,186
10,186
10,186
10,186
10,186
15,187
13,187
12,187
11,187
10,187
9,187
9,187
8,187
7,187
6,187
20,188
13,188
12,188
11,188
10,188
9,188
8,188
7,188
5,188
5,188
20,189
20,189
10,189
10,189
10,189
10,189
5,189
5,189
5,189
5,189
10,190
10,190
10,190
10,190
10,190
10,190
10,190
10,190
10,190
10,190
25,191
15,191
15,191
15,191
5,191
5,191
5,191
5,191
5,191
5,191
17,192
14,192
13,192
11,192
10,192
9,192
8,192
7,192
6,192
5,192
17,193
15,193
12,193
11,193
10,193
9,193
8,193
7,193
6,193
5,193
10,194
10,194
10,194
10,194
10,194
10,194
10,194
10,194
10,194
10,194
25,195
15,195
15,195
10,195
10,195
5,195
5,195
5,195
5,195
5,195
10,196
10,196
10,196
10,196
10,196
10,196
10,196
10,196
10,196
10,196
30,197
30,197
5,197
5,197
5,197
5,197
5,197
5,197
5,197
5,197
15,198
13,198
12,198
10,198
9,198
9,198
9,198
8,198
8,198
7,198
10,199
10,199
10,199
10,199
10,199
10,199
10,199
10,199
10,199
10,199
10,200
10,200
10,200
10,200
10,200
10,200
10,200
10,200
10,200
10,200
10,201
10,201
10,201
10,201
10,201
10,201
10,201
10,201
10,201
10,201
25,202
14,202
11,202
10,202
9,202
8,202
7,202
6,202
5,202
5,202
12,203
12,203
12,203
12,203
12,203
12,203
10,203
6,203
6,203
6,203
20,204
20,204
10,204
10,204
10,204
10,204
5,204
5,204
5,204
5,204
30,205
15,205
10,205
10,205
10,205
5,205
5,205
5,205
5,205
5,205
15,206
14,206
13,206
12,206
11,206
9,206
8,206
7,206
6,206
5,206
15,207
14,207
13,207
12,207
11,207
9,207
8,207
7,207
6,207
5,207
18,208
15,208
15,208
10,208
10,208
10,208
7,208
5,208
5,208
5,208
10,209
10,209
10,209
10,209
10,209
10,209
10,209
10,209
10,209
10,209
28,210
24,210
6,210
6,210
6,210
6,210
6,210
6,210
6,210
6,210
20,211
15,211
10,211
10,211
10,211
10,211
10,211
5,211
5,211
5,211
16,212
15,212
13,212
11,212
10,212
9,212
8,212
7,212
6,212
5,212
15,213
15,213
13,213
12,213
10,213
8,213
8,213
7,213
6,213
6,213
10,214
10,214
10,214
10,214
10,214
10,214
10,214
10,214
10,214
10,214
10,215
10,215
10,215
10,215
10,215
10,215
10,215
10,215
10,215
10,215
10,216
10,216
10,216
10,216
10,216
10,216
10,216
10,216
10,216
10,216
15,217
15,217
15,217
15,217
10,217
10,217
5,217
5,217
5,217
5,217
30,218
15,218
10,218
10,218
10,218
5,218
5,218
5,218
5,218
5,218
15,219
14,219
13,219
12,219
11,219
9,219
8,219
7,219
6,219
5,219
17,220
14,220
13,220
11,220
10,220
9,220
8,220
7,220
6,220
5,220
19,221
16,221
11,221
10,221
8,221
8,221
7,221
7,221
7,221
7,221
10,222
10,222
10,222
10,222
10,222
10,222
10,222
10,222
10,222
10,222
10,223
10,223
10,223
10,223
10,223
10,223
10,223
10,223
10,223
10,223
20,224
20,224
15,224
15,224
5,224
5,224
5,224
5,224
5,224
5,224
20,225
20,225
10,225
10,225
10,225
10,225
5,225
5,225
5,225
5,225
20,226
13,226
12,226
10,226
10,226
10,226
10,226
5,226
5,226
5,226
20,227
15,227
15,227
10,227
10,227
10,227
5,227
5,227
5,227
5,227
20,228
20,228
15,228
15,228
5,228
5,228
5,228
5,228
5,228
5,228
15,229
14,229
13,229
12,229
11,229
9,229
8,229
7,229
6,229
5,229
15,230
14,230
13,230
12,230
11,230
9,230
8,230
7,230
6,230
5,230
20,231
20,231
10,231
10,231
10,231
10,231
5,231
5,231
5,231
5,231
20,232
20,232
15,232
15,232
5,232
5,232
5,232
5,232
5,232
5,232
15,233
14,233
13,233
12,233
11,233
9,233
8,233
7,233
6,233
5,233
20,234
15,234
15,234
10,234
10,234
10,234
5,234
5,234
5,234
5,234
15,235
15,235
15,235
15,235
10,235
10,235
5,235
5,235
5,235
5,235
18,236
18,236
13,236
13,236
9,236
9,236
5,236
5,236
20,237
20,237
10,237
10,237
10,237
10,237
5,237
5,237
5,237
5,237
10,238
10,238
10,238
10,238
10,238
10,238
10,238
10,238
10,238
10,238
10,239
10,239
10,239
10,239
10,239
10,239
10,239
10,239
10,239
10,239
10,240
10,240
10,240
10,240
10,240
10,240
10,240
10,240
10,240
10,240
10,241
10,241
10,241
10,241
10,241
10,241
10,241
10,241
10,241
10,241
10,242
10,242
10,242
10,242
10,242
10,242
10,242
10,242
10,242
10,242
16,243
15,243
14,243
10,243
10,243
9,243
8,243
7,243
6,243
5,243
20,244
10,244
10,244
10,244
10,244
10,244
10,244
10,244
5,244
5,244
25,245
10,245
10,245
10,245
10,245
10,245
10,245
5,245
5,245
5,245
15,246
14,246
13,246
12,246
11,246
9,246
8,246
7,246
6,246
5,246
30,247
12,247
11,247
8,247
8,247
7,247
7,247
7,247
5,247
5,247
10,248
10,248
10,248
10,248
10,248
10,248
10,248
10,248
10,248
10,248
25,249
10,249
10,249
10,249
10,249
10,249
10,249
5,249
5,249
5,249
14,250
13,250
13,250
11,250
11,250
9,250
8,250
8,250
7,250
6,250
30,251
20,251
10,251
6,251
6,251
6,251
6,251
6,251
5,251
5,251
11,252
11,252
11,252
10,252
10,252
10,252
10,252
9,252
9,252
9,252
30,253
20,253
10,253
10,253
5,253
5,253
5,253
5,253
5,253
5,253
10,254
10,254
10,254
10,254
10,254
10,254
10,254
10,254
10,254
10,254
15,255
15,255
10,255
10,255
10,255
10,255
10,255
10,255
23,256
13,256
12,256
12,256
8,256
7,256
7,256
7,256
6,256
5,256
20,257
20,257
10,257
10,257
10,257
10,257
5,257
5,257
5,257
5,257
25,258
20,258
15,258
10,258
5,258
30,259
15,259
15,259
10,259
5,259
5,259
5,259
5,259
5,259
5,259
20,260
20,260
15,260
10,260
10,260
5,260
5,260
5,260
5,260
5,260
20,261
15,261
12,261
10,261
10,261
8,261
7,261
7,261
6,261
5,261
12,262
12,262
12,262
11,262
10,262
10,262
9,262
9,262
8,262
7,262
10,263
10,263
10,263
10,263
10,263
10,263
10,263
10,263
10,263
10,263
15,264
15,264
10,264
10,264
10,264
10,264
10,264
10,264
5,264
5,264
10,265
10,265
10,265
10,265
10,265
10,265
10,265
10,265
10,265
10,265
14,266
14,266
11,266
10,266
9,266
9,266
9,266
9,266
9,266
6,266
14,267
13,267
12,267
11,267
10,267
9,267
8,267
8,267
8,267
7,267
19,268
13,268
12,268
11,268
10,268
9,268
8,268
7,268
6,268
5,268
15,269
15,269
10,269
10,269
10,269
10,269
10,269
10,269
5,269
5,269
20,270
20,270
10,270
10,270
10,270
10,270
5,270
5,270
5,270
5,270
20,271
10,271
10,271
10,271
10,271
10,271
10,271
10,271
5,271
5,271
10,272
10,272
10,272
10,272
10,272
10,272
10,272
10,272
10,272
10,272
10,273
10,273
10,273
10,273
10,273
10,273
10,273
10,273
10,273
10,273
15,274
13,274
11,274
11,274
11,274
10,274
10,274
7,274
7,274
5,274
14,275
13,275
12,275
11,275
10,275
9,275
8,275
8,275
8,275
7,275
20,276
20,276
15,276
15,276
5,276
5,276
5,276
5,276
5,276
5,276
10,277
10,277
10,277
10,277
10,277
10,277
10,277
10,277
10,277
10,277
20,278
15,278
10,278
10,278
10,278
10,278
10,278
5,278
5,278
5,278
10,279
10,279
10,279
10,279
10,279
10,279
10,279
10,279
10,279
10,279
10,280
10,280
10,280
10,280
10,280
10,280
10,280
10,280
10,280
10,280
15,281
10,281
10,281
10,281
10,281
10,281
10,281
10,281
10,281
10,282
10,282
10,282
10,282
10,282
10,282
10,282
10,282
10,282
10,282
10,283
10,283
10,283
10,283
10,283
10,283
10,283
10,283
10,283
10,283
10,284
10,284
10,284
10,284
10,284
10,284
10,284
10,284
10,284
10,284
15,285
13,285
12,285
11,285
11,285
9,285
8,285
8,285
7,285
6,285
15,286
15,286
10,286
10,286
10,286
10,286
10,286
10,286
5,286
5,286
15,287
14,287
13,287
12,287
11,287
9,287
8,287
7,287
6,287
5,287
20,288
20,288
10,288
10,288
10,288
10,288
5,288
5,288
5,288
5,288
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,289
10,290
10,290
10,290
10,290
10,290
10,290
10,290
10,290
10,290
10,290
10,291
10,291
10,291
10,291
10,291
10,291
10,291
10,291
10,291
10,291
20,292
16,292
12,292
11,292
10,292
10,292
6,292
5,292
5,292
5,292
30,293
17,293
16,293
6,293
6,293
5,293
5,293
5,293
5,293
5,293
15,294
14,294
13,294
11,294
10,294
9,294
8,294
7,294
7,294
6,294
20,295
15,295
10,295
10,295
10,295
10,295
10,295
5,295
5,295
5,295
10,296
10,296
10,296
10,296
10,296
10,296
10,296
10,296
10,296
10,296
16,297
14,297
13,297
12,297
10,297
9,297
8,297
7,297
6,297
5,297
19,298
13,298
12,298
11,298
10,298
9,298
8,298
7,298
6,298
5,298
10,299
10,299
10,299
10,299
10,299
10,299
10,299
10,299
10,299
10,299
10,300
10,300
10,300
10,300
10,300
10,300
10,300
10,300
10,300
10,300
15,301
13,301
12,301
10,301
10,301
10,301
9,301
8,301
7,301
6,301
10,302
10,302
10,302
10,302
10,302
10,302
10,302
10,302
10,302
10,302
25,303
25,303
15,303
5,303
5,303
5,303
5,303
5,303
5,303
5,303
20,304
15,304
15,304
10,304
10,304
10,304
5,304
5,304
5,304
5,304
14,305
13,305
12,305
12,305
11,305
9,305
8,305
8,305
7,305
6,305
10,306
10,306
10,306
10,306
10,306
10,306
10,306
10,306
10,306
10,306
30,307
30,307
5,307
5,307
5,307
5,307
5,307
5,307
5,307
5,307
10,308
10,308
10,308
10,308
10,308
10,308
10,308
10,308
10,308
10,308
10,309
10,309
10,309
10,309
10,309
10,309
10,309
10,309
10,309
10,309
10,310
10,310
10,310
10,310
10,310
10,310
10,310
10,310
10,310
10,310
20,311
15,311
15,311
15,311
10,311
5,311
5,311
5,311
5,311
5,311
26,312
24,312
15,312
5,312
5,312
5,312
5,312
5,312
5,312
5,312
15,313
15,313
14,313
11,313
10,313
9,313
8,313
7,313
6,313
5,313
10,314
10,314
10,314
10,314
10,314
10,314
10,314
10,314
10,314
10,314
15,315
15,315
10,315
10,315
10,315
10,315
10,315
10,315
5,315
5,315
12,316
11,316
10,316
10,316
10,316
10,316
10,316
10,316
9,316
8,316
14,317
14,317
12,317
11,317
11,317
10,317
10,317
7,317
6,317
5,317
10,318
10,318
10,318
10,318
10,318
10,318
10,318
10,318
10,318
10,318
10,319
10,319
10,319
10,319
10,319
10,319
10,319
10,319
10,319
10,319
20,320
13,320
12,320
11,320
9,320
9,320
8,320
7,320
6,320
5,320
15,321
14,321
13,321
12,321
11,321
9,321
8,321
7,321
6,321
5,321
14,322
13,322
12,322
11,322
10,322
10,322
9,322
8,322
7,322
6,322
10,323
10,323
10,323
10,323
10,323
10,323
10,323
10,323
10,323
10,323
10,324
10,324
10,324
10,324
10,324
10,324
10,324
10,324
10,324
10,324
10,325
10,325
10,325
10,325
10,325
10,325
10,325
10,325
10,325
10,325
15,326
15,326
10,326
10,326
10,326
10,326
10,326
10,326
5,326
5,326
12,327
12,327
10,327
10,327
10,327
10,327
10,327
10,327
8,327
8,327
20,328
15,328
15,328
10,328
10,328
10,328
5,328
5,328
5,328
5,328
12,329
12,329
10,329
10,329
10,329
10,329
10,329
10,329
8,329
8,329
30,330
16,330
12,330
10,330
6,330
6,330
5,330
5,330
5,330
5,330
19,331
9,331
9,331
9,331
9,331
9,331
9,331
9,331
9,331
9,331
25,332
20,332
15,332
10,332
5,332
5,332
5,332
5,332
5,332
5,332
18,333
18,333
12,333
12,333
10,333
10,333
5,333
5,333
5,333
5,333
15,334
15,334
13,334
12,334
10,334
9,334
8,334
7,334
6,334
5,334
19,335
19,335
12,335
10,335
9,335
7,335
7,335
7,335
5,335
5,335
10,336
10,336
10,336
10,336
10,336
10,336
10,336
10,336
10,336
10,336
10,337
10,337
10,337
10,337
10,337
10,337
10,337
10,337
10,337
10,337
10,338
10,338
10,338
10,338
10,338
10,338
10,338
10,338
10,338
10,338
15,339
15,339
10,339
10,339
10,339
10,339
10,339
10,339
5,339
5,339
10,340
10,340
10,340
10,340
10,340
10,340
10,340
10,340
10,340
10,340
10,341
10,341
10,341
10,341
10,341
10,341
10,341
10,341
10,341
10,341
15,342
15,342
15,342
15,342
10,342
10,342
5,342
5,342
10,343
10,343
10,343
10,343
10,343
10,343
10,343
10,343
10,343
10,343
19,344
17,344
12,344
12,344
10,344
10,344
5,344
5,344
5,344
5,344
20,345
20,345
15,345
15,345
5,345
5,345
10,346
10,346
10,346
10,346
10,346
10,346
10,346
10,346
10,346
10,346
15,347
10,347
10,347
10,347
10,347
10,347
10,347
10,347
10,347
5,347
10,348
10,348
10,348
10,348
10,348
10,348
10,348
10,348
10,348
10,348
15,349
15,349
10,349
10,349
10,349
10,349
10,349
10,349
10,350
10,350
10,350
10,350
10,350
10,350
10,350
10,350
10,350
10,350
10,351
10,351
10,351
10,351
10,351
10,351
10,351
10,351
10,351
10,351
10,352
10,352
10,352
10,352
10,352
10,352
10,352
10,352
10,352
10,352
